Company,Instrument,Credit Rating,1Y Range,% Assets
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,6.83 - 7.62,7.35
8.6% Tata Sons 2020,Debenture,AAA,6.80 - 7.59,7.34
9.75% Tata Motors 2020,Debenture,AA-,0.00 - 5.07,4.89
SIDBI 2020,Commercial Paper,A1+,0.00 - 2.61,2.54
8.23% Cholamandalam Invest. & Fin. 2020,Debenture,AA+,2.25 - 2.53,2.44
7.05% Power Finance Corp. 2020,Debenture,AAA,2.25 - 2.52,2.43
SIDBI 2020,Commercial Paper,A1+,0.00 - 2.39,2.39
7.09% Export-Import Bank 2020,Bonds,AAA,1.81 - 2.02,1.95
8.01% Rajasthan State 2020,State Development Loan,SOV,0.00 - 1.78,1.73
SIDBI 2020,Debenture,A1+,0.00 - 1.25,1.25
8.2% Power Grid Corporation 2020,Debenture,AAA,1.14 - 1.27,1.22
9.36% L&T Finance 2019,Debenture,AAA,0.00 - 1.01,0.98
8.45% Power Finance Corp. 2020,Bonds,AAA,0.68 - 0.76,0.74
9.25% Power Grid Corporation 2019,Bonds,AAA,0.00 - 0.57,0.55
8.95% Power Finance Corp. 2020,Bonds,AAA,0.46 - 0.51,0.49
8.36% Power Finance Corp. 2020,Bonds,AAA,0.45 - 0.51,0.49
8.75% Muthoot Finance 2020,Debenture,AA,0.45 - 0.50,0.48
266. Axis Hybrid Fund Series 35 - Regular Plan
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,8.54 - 9.54,9.20
8.9% Reliance Jio Infocomm 2020,Debenture,AAA,7.29 - 8.41,7.83
1.5% HDFC 2020,Debenture,AAA,6.98 - 7.77,7.49
8.87% REC 2020,Bonds,AAA,6.85 - 7.64,7.37
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,6.83 - 7.62,7.35
8.6% Tata Sons 2020,Debenture,AAA,6.80 - 7.59,7.34
9.75% Tata Motors 2020,Debenture,AA-,0.00 - 5.07,4.89
SIDBI 2020,Commercial Paper,A1+,0.00 - 2.61,2.54
8.23% Cholamandalam Invest. & Fin. 2020,Debenture,AA+,2.25 - 2.53,2.44
7.05% Power Finance Corp. 2020,Debenture,AAA,2.25 - 2.52,2.43
SIDBI 2020,Commercial Paper,A1+,0.00 - 2.39,2.39
7.09% Export-Import Bank 2020,Bonds,AAA,1.81 - 2.02,1.95
8.01% Rajasthan State 2020,State Development Loan,SOV,0.00 - 1.78,1.73
SIDBI 2020,Debenture,A1+,0.00 - 1.25,1.25
8.2% Power Grid Corporation 2020,Debenture,AAA,1.14 - 1.27,1.22
9.36% L&T Finance 2019,Debenture,AAA,0.00 - 1.01,0.98
8.45% Power Finance Corp. 2020,Bonds,AAA,0.68 - 0.76,0.74
9.25% Power Grid Corporation 2019,Bonds,AAA,0.00 - 0.57,0.55
8.95% Power Finance Corp. 2020,Bonds,AAA,0.46 - 0.51,0.49
8.36% Power Finance Corp. 2020,Bonds,AAA,0.45 - 0.51,0.49
8.75% Muthoot Finance 2020,Debenture,AA,0.45 - 0.50,0.48
272. Axis Regular Saver Fund
HDFC 352-D 27/02/2020,Commercial Paper,A1+,0.00 - 8.83,8.83
Indusind Bank 2019,Certificate of Deposit,A1+,0.00 - 8.09,8.09
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 6.63,6.63
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,4.80 - 8.44,5.70
Oriental Bank of Com. 2019,Certificate of Deposit,A1+,0.00 - 5.63,5.63
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,3.28 - 4.82,4.55
7.13% REC 2020,Bonds,AAA,0.00 - 4.52,4.52
7.9% Nirma 2020,Debenture,AA,0.00 - 4.51,4.51
Kotak Mahindra Bank 2019,Certificate of Deposit,A1+,0.00 - 4.49,4.49
7.99% Tata Power 2021,Debenture,AA,0.00 - 4.41,4.41
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,3.21 - 4.40,4.40
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 4.38,4.38
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,3.33 - 4.18,3.66
7.47% Power Finance Corp. 2021,Bonds,AAA,2.21 - 2.90,2.72
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 2.20,2.20
9.5% Blue Dart Express 2019,Bonds/NCDs,AA,0.01 - 0.01,0.01
273. Axis Regular Saver Fund - Direct Plan
HDFC 352-D 27/02/2020,Commercial Paper,A1+,0.00 - 8.83,8.83
Indusind Bank 2019,Certificate of Deposit,A1+,0.00 - 8.09,8.09
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 6.63,6.63
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,4.80 - 8.44,5.70
Oriental Bank of Com. 2019,Certificate of Deposit,A1+,0.00 - 5.63,5.63
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,3.28 - 4.82,4.55
7.13% REC 2020,Bonds,AAA,0.00 - 4.52,4.52
7.9% Nirma 2020,Debenture,AA,0.00 - 4.51,4.51
Kotak Mahindra Bank 2019,Certificate of Deposit,A1+,0.00 - 4.49,4.49
7.99% Tata Power 2021,Debenture,AA,0.00 - 4.41,4.41
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,3.21 - 4.40,4.40
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 4.38,4.38
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,3.33 - 4.18,3.66
7.47% Power Finance Corp. 2021,Bonds,AAA,2.21 - 2.90,2.72
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 2.20,2.20
9.5% Blue Dart Express 2019,Bonds/NCDs,AA,0.01 - 0.01,0.01
282. Axis Triple Advantage Fund
8.06% Karnataka State 2029,State Development Loan,SOV,0.00 - 4.08,3.90
8.95% Punjab National Bank,Bonds,A,0.00 - 1.86,1.81
9.39% Power Finance Corp. 2024,Bonds,AAA,1.27 - 1.41,1.37
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 3.55,1.15
9.41% India Infrastructure Finance Co 2037,Bonds,AAA,0.94 - 1.06,0.99
9.1% Union Bank of India,Bonds,AA,0.85 - 0.93,0.90
8.57% REC 2024,Bonds,AAA,0.35 - 0.39,0.38
9.6% Hindalco Inds. 2022,Bonds/NCDs,AA,0.18 - 0.20,0.19
8.35% GOI 2022,GOI Securities,SOV,0.05 - 0.06,0.06
8.12% GOI 2020,Central Government Loan,SOV,0.03 - 0.03,0.03
283. Axis Triple Advantage Fund - Direct Plan
8.06% Karnataka State 2029,State Development Loan,SOV,0.00 - 4.08,3.90
8.95% Punjab National Bank,Bonds,A,0.00 - 1.86,1.81
9.39% Power Finance Corp. 2024,Bonds,AAA,1.27 - 1.41,1.37
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 3.55,1.15
9.41% India Infrastructure Finance Co 2037,Bonds,AAA,0.94 - 1.06,0.99
9.1% Union Bank of India,Bonds,AA,0.85 - 0.93,0.90
8.57% REC 2024,Bonds,AAA,0.35 - 0.39,0.38
9.6% Hindalco Inds. 2022,Bonds/NCDs,AA,0.18 - 0.20,0.19
8.35% GOI 2022,GOI Securities,SOV,0.05 - 0.06,0.06
8.12% GOI 2020,Central Government Loan,SOV,0.03 - 0.03,0.03
290. Baroda Dynamic Equity Fund - Direct Plan
7.09% Export-Import Bank 2020,Bonds,AAA,0.00 - 6.44,6.23
HDB Financial Services 352-D 04/03/2020,Commercial Paper,A1+,0.00 - 2.73,2.66
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,0.00 - 2.49,2.25
Aditya Birla Housing Finance 2022,Debenture,AAA,0.00 - 2.93,1.96
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 1.99,1.94
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 1.96,1.90
6.68% GOI 2031,GOI Securities,SOV,0.00 - 1.82,1.82
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 1.84,1.76
5.95% HDFC Bank 169-D,Term Deposits,-,0.00 - 1.24,1.24
HDFC 352-D 27/02/2020,Commercial Paper,A1+,0.00 - 1.21,1.21
Yes Bank,Bonds/NCDs,BBB+,0.00 - 1.07,1.02
5.95% HDFC Bank 91-D,Term Deposits,-,0.00 - 0.74,0.74
Aditya Birla Finance 2022,Debenture,AAA,0.00 - 2.98,0.61
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 0.57,0.51
8.23% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 0.57,0.51
7.44% PNB Housing Finance 2019,Bonds/NCDs,AA+,0.00 - 0.52,0.50
6.7% IRFC 2021,Bonds/NCDs,AAA,0.00 - 0.55,0.49
SIDBI 2020,Debenture,A1+,0.00 - 0.47,0.47
291. Baroda Dynamic Equity Fund - Regular Plan
7.09% Export-Import Bank 2020,Bonds,AAA,0.00 - 6.44,6.23
HDB Financial Services 352-D 04/03/2020,Commercial Paper,A1+,0.00 - 2.73,2.66
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,0.00 - 2.49,2.25
Aditya Birla Housing Finance 2022,Debenture,AAA,0.00 - 2.93,1.96
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 1.99,1.94
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 1.96,1.90
6.68% GOI 2031,GOI Securities,SOV,0.00 - 1.82,1.82
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 1.84,1.76
5.95% HDFC Bank 169-D,Term Deposits,-,0.00 - 1.24,1.24
HDFC 352-D 27/02/2020,Commercial Paper,A1+,0.00 - 1.21,1.21
Yes Bank,Bonds/NCDs,BBB+,0.00 - 1.07,1.02
5.95% HDFC Bank 91-D,Term Deposits,-,0.00 - 0.74,0.74
Aditya Birla Finance 2022,Debenture,AAA,0.00 - 2.98,0.61
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 0.57,0.51
8.23% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 0.57,0.51
7.44% PNB Housing Finance 2019,Bonds/NCDs,AA+,0.00 - 0.52,0.50
6.7% IRFC 2021,Bonds/NCDs,AAA,0.00 - 0.55,0.49
SIDBI 2020,Debenture,A1+,0.00 - 0.47,0.47
292. Baroda Equity Savings Fund - Direct Plan
SIDBI 2020,Debenture,A1+,4.75 - 5.16,4.75
5.45% HDFC Bank 173-D,Term Deposits,-,0.00 - 3.42,3.42
HDFC 352-D 27/02/2020,Commercial Paper,A1+,0.00 - 2.54,2.54
5.45% HDFC Bank 179-D,Term Deposits,-,0.00 - 2.28,2.28
6.3% HDFC Bank 180-D,Term Deposits,-,2.16 - 2.20,2.18
9.2% ICICI Bank 2050,Bonds,AA+,0.00 - 2.18,2.18
8.75% State Bank of India,Non Convertible Debenture,AA+,0.00 - 2.18,2.18
8.5% Bank of Baroda,Bonds,AA,0.00 - 2.15,2.15
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 2.12,2.12
5.45% HDFC Bank 177-D,Term Deposits,-,0.00 - 1.14,1.14
6.3% HDFC Bank 174-D,Term Deposits,-,1.08 - 1.10,1.09
Yes Bank,Bonds/NCDs,BBB+,0.00 - 0.90,0.89
8.85% HDFC Bank 2099,Bonds,AA+,0.00 - 0.66,0.66
293. Baroda Equity Savings Fund - Regular Plan
SIDBI 2020,Debenture,A1+,4.75 - 5.16,4.75
5.45% HDFC Bank 173-D,Term Deposits,-,0.00 - 3.42,3.42
HDFC 352-D 27/02/2020,Commercial Paper,A1+,0.00 - 2.54,2.54
5.45% HDFC Bank 179-D,Term Deposits,-,0.00 - 2.28,2.28
6.3% HDFC Bank 180-D,Term Deposits,-,2.16 - 2.20,2.18
9.2% ICICI Bank 2050,Bonds,AA+,0.00 - 2.18,2.18
8.75% State Bank of India,Non Convertible Debenture,AA+,0.00 - 2.18,2.18
8.5% Bank of Baroda,Bonds,AA,0.00 - 2.15,2.15
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 2.12,2.12
5.45% HDFC Bank 177-D,Term Deposits,-,0.00 - 1.14,1.14
6.3% HDFC Bank 174-D,Term Deposits,-,1.08 - 1.10,1.09
Yes Bank,Bonds/NCDs,BBB+,0.00 - 0.90,0.89
8.85% HDFC Bank 2099,Bonds,AA+,0.00 - 0.66,0.66
298. Baroda Hybrid Equity Fund
9.2% ICICI Bank 2050,Bonds,AA+,3.49 - 4.59,4.53
8.75% State Bank of India,Non Convertible Debenture,AA+,0.00 - 2.75,2.71
8.65% Bank of Baroda 2022,Debenture,AA+,1.90 - 2.52,2.49
7.83% IRFC 2027,Bonds,AAA,1.62 - 2.35,2.30
8.2% National Bank Agr. Rur. Devp 2020,Privately Placed Debts,AAA,0.00 - 2.21,2.18
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 1.42,1.40
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 1.30,1.28
9.72% Punjab State 2023,State Development Loan,SOV,0.46 - 1.00,0.99
Yes Bank,Bonds/NCDs,BBB+,0.00 - 0.91,0.89
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 0.75,0.73
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,0.59 - 2.81,0.70
Dewan Housing Fin. Corpn. 2023,Non Convertible Debenture,D,0.00 - 0.68,0.61
HDFC 352-D 27/02/2020,Commercial Paper,A1+,0.00 - 1.42,0.53
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,0.00 - 0.86,0.51
6.2% HDFC Bank 92-D,Term Deposits,-,0.00 - 0.42,0.41
8.24% GOI 2027,Central Government Loan,SOV,0.19 - 0.26,0.25
7.59% GOI 2026,GOI Securities,SOV,0.00 - 0.19,0.19
7.88% GOI 2030,GOI Securities,SOV,0.10 - 0.14,0.13
9.3% Dewan Housing Fin. Corpn. 2026,Bonds/NCDs,D,0.00 - 0.09,0.08
8.28% GOI 2027,Central Government Loan,SOV,0.01 - 0.02,0.02
7.17% GOI 2028,GOI Securities,SOV,0.00 - 0.47,0.00
299. Baroda Hybrid Equity Fund - Direct Plan
9.2% ICICI Bank 2050,Bonds,AA+,3.49 - 4.59,4.53
8.75% State Bank of India,Non Convertible Debenture,AA+,0.00 - 2.75,2.71
8.65% Bank of Baroda 2022,Debenture,AA+,1.90 - 2.52,2.49
7.83% IRFC 2027,Bonds,AAA,1.62 - 2.35,2.30
8.2% National Bank Agr. Rur. Devp 2020,Privately Placed Debts,AAA,0.00 - 2.21,2.18
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 1.42,1.40
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 1.30,1.28
9.72% Punjab State 2023,State Development Loan,SOV,0.46 - 1.00,0.99
Yes Bank,Bonds/NCDs,BBB+,0.00 - 0.91,0.89
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 0.75,0.73
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,0.59 - 2.81,0.70
Dewan Housing Fin. Corpn. 2023,Non Convertible Debenture,D,0.00 - 0.68,0.61
HDFC 352-D 27/02/2020,Commercial Paper,A1+,0.00 - 1.42,0.53
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,0.00 - 0.86,0.51
6.2% HDFC Bank 92-D,Term Deposits,-,0.00 - 0.42,0.41
8.24% GOI 2027,Central Government Loan,SOV,0.19 - 0.26,0.25
7.59% GOI 2026,GOI Securities,SOV,0.00 - 0.19,0.19
7.88% GOI 2030,GOI Securities,SOV,0.10 - 0.14,0.13
9.3% Dewan Housing Fin. Corpn. 2026,Bonds/NCDs,D,0.00 - 0.09,0.08
8.28% GOI 2027,Central Government Loan,SOV,0.01 - 0.02,0.02
7.17% GOI 2028,GOI Securities,SOV,0.00 - 0.47,0.00
312. BNP Paribas Arbitrage Fund - Direct Plan
ICICI Bank 91-D,Fixed Deposits,-,0.00 - 8.58,8.58
HDFC Bank 91-D,Fixed Deposits,-,1.79 - 11.64,2.42
HDFC Bank 366-D,Fixed Deposits,-,0.00 - 2.91,2.34
HDFC Bank 368-D,Fixed Deposits,-,0.00 - 0.97,0.78
HDFC Bank 185-D,Fixed Deposits,-,0.00 - 0.97,0.78
HDFC Bank 186-D,Fixed Deposits,-,0.00 - 0.97,0.78
HDFC Bank 187-D,Fixed Deposits,-,0.00 - 0.97,0.78
HDFC Bank 280-D,Fixed Deposits,-,0.00 - 0.86,0.78
HDFC Bank 365-D,Fixed Deposits,-,0.00 - 0.97,0.78
ICICI Bank 366-D,Fixed Deposits,-,0.00 - 0.81,0.78
ICICI Bank 92-D,Fixed Deposits,-,0.00 - 0.80,0.78
313. BNP Paribas Arbitrage Fund - Regular Plan
ICICI Bank 91-D,Fixed Deposits,-,0.00 - 8.58,8.58
HDFC Bank 91-D,Fixed Deposits,-,1.79 - 11.64,2.42
HDFC Bank 366-D,Fixed Deposits,-,0.00 - 2.91,2.34
HDFC Bank 368-D,Fixed Deposits,-,0.00 - 0.97,0.78
HDFC Bank 185-D,Fixed Deposits,-,0.00 - 0.97,0.78
HDFC Bank 186-D,Fixed Deposits,-,0.00 - 0.97,0.78
HDFC Bank 187-D,Fixed Deposits,-,0.00 - 0.97,0.78
HDFC Bank 280-D,Fixed Deposits,-,0.00 - 0.86,0.78
HDFC Bank 365-D,Fixed Deposits,-,0.00 - 0.97,0.78
ICICI Bank 366-D,Fixed Deposits,-,0.00 - 0.81,0.78
ICICI Bank 92-D,Fixed Deposits,-,0.00 - 0.80,0.78
314. BNP Paribas Conservative Hybrid Fund
7.26% GOI 2029,GOI Securities,SOV,0.00 - 7.34,5.27
7.49% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 4.98,4.98
8.7% REC 2028,Zero Coupon Bonds,AAA,0.00 - 4.13,4.06
6.98% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 3.79,3.79
8.75% Muthoot Finance 2020,Debenture,AA,3.68 - 4.29,3.78
Reserve Bank of India 364-D 11/06/2020,Treasury Bills,SOV,0.00 - 3.66,3.66
8.35% IRFC 2029,Debenture,AAA,0.00 - 3.50,3.45
8.71% Tata Capital Financial Services 2022,Debenture,AAA,0.00 - 3.33,3.33
8.4% Sundaram Bnp Paribas Home Finance 2022,Non Convertible Debenture,AA+,0.00 - 2.85,2.54
7.4% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 2.54,2.54
8.25% ICICI Home Finance Company 2021,Debenture,AAA,0.00 - 2.55,2.53
7.5% IRFC 2029,Debenture,AAA,0.00 - 2.52,2.52
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 2.48,2.48
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,2.42 - 2.81,2.47
Bajaj Finance 366-D 24/06/2020,Commercial Paper,A1+,0.00 - 2.42,2.42
HDFC Bank 2020,Certificate of Deposit,A1+,0.00 - 1.93,1.93
7.29% SIDBI 2022,Debenture,AAA,0.00 - 1.79,1.79
8.05% Sundaram Finance 2022,Debenture,AAA,0.00 - 1.53,1.53
7.6% Grasim Industries 2024,Non Convertible Debenture,AAA,0.00 - 1.29,1.28
6.78% Reliance Industries 2020,Non Convertible Debenture,AAA,0.00 - 1.41,1.27
7.7% Nat. Highways Authority 2029,Non Convertible Debenture,AAA,0.00 - 1.26,1.26
7.4% L&T Housing Finance 2020,Debenture,AAA,0.00 - 1.26,1.25
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 1.21,1.21
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 1.20,1.20
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 3.32,0.79
315. BNP Paribas Conservative Hybrid Fund - Direct Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 7.34,5.27
7.49% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 4.98,4.98
8.7% REC 2028,Zero Coupon Bonds,AAA,0.00 - 4.13,4.06
6.98% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 3.79,3.79
8.75% Muthoot Finance 2020,Debenture,AA,3.68 - 4.29,3.78
Reserve Bank of India 364-D 11/06/2020,Treasury Bills,SOV,0.00 - 3.66,3.66
8.35% IRFC 2029,Debenture,AAA,0.00 - 3.50,3.45
8.71% Tata Capital Financial Services 2022,Debenture,AAA,0.00 - 3.33,3.33
8.4% Sundaram Bnp Paribas Home Finance 2022,Non Convertible Debenture,AA+,0.00 - 2.85,2.54
7.4% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 2.54,2.54
8.25% ICICI Home Finance Company 2021,Debenture,AAA,0.00 - 2.55,2.53
7.5% IRFC 2029,Debenture,AAA,0.00 - 2.52,2.52
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 2.48,2.48
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,2.42 - 2.81,2.47
Bajaj Finance 366-D 24/06/2020,Commercial Paper,A1+,0.00 - 2.42,2.42
HDFC Bank 2020,Certificate of Deposit,A1+,0.00 - 1.93,1.93
7.29% SIDBI 2022,Debenture,AAA,0.00 - 1.79,1.79
8.05% Sundaram Finance 2022,Debenture,AAA,0.00 - 1.53,1.53
7.6% Grasim Industries 2024,Non Convertible Debenture,AAA,0.00 - 1.29,1.28
6.78% Reliance Industries 2020,Non Convertible Debenture,AAA,0.00 - 1.41,1.27
7.7% Nat. Highways Authority 2029,Non Convertible Debenture,AAA,0.00 - 1.26,1.26
7.4% L&T Housing Finance 2020,Debenture,AAA,0.00 - 1.26,1.25
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 1.21,1.21
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 1.20,1.20
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 3.32,0.79
334. BNP Paribas Substantial Equity Hybrid Fund - Direct Plan
8.4% Sundaram Bnp Paribas Home Finance 2022,Non Convertible Debenture,AA+,0.00 - 2.46,2.22
7.6% Grasim Industries 2024,Non Convertible Debenture,AAA,0.00 - 2.00,1.91
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 1.68,1.60
8.05% Sundaram Finance 2022,Debenture,AAA,0.00 - 1.59,1.59
6.99% SIDBI 2022,Bonds/NCDs,AAA,0.00 - 1.58,1.58
7.4% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 1.58,1.58
8.75% Muthoot Finance 2020,Debenture,AA,1.57 - 1.81,1.57
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,1.54 - 1.79,1.54
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 3.15,1.52
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 1.76,0.96
335. BNP Paribas Substantial Equity Hybrid Fund - Regular Plan
8.4% Sundaram Bnp Paribas Home Finance 2022,Non Convertible Debenture,AA+,0.00 - 2.46,2.22
7.6% Grasim Industries 2024,Non Convertible Debenture,AAA,0.00 - 2.00,1.91
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 1.68,1.60
8.05% Sundaram Finance 2022,Debenture,AAA,0.00 - 1.59,1.59
6.99% SIDBI 2022,Bonds/NCDs,AAA,0.00 - 1.58,1.58
7.4% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 1.58,1.58
8.75% Muthoot Finance 2020,Debenture,AA,1.57 - 1.81,1.57
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,1.54 - 1.79,1.54
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 3.15,1.52
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 1.76,0.96
336. BOI AXA Conservative Hybrid Fund - Direct Plan
9.49% Avendus Finance 2020,Debenture,A+,8.87 - 16.36,16.36
4.5% Karuna Healthcare 2020,Debenture,BBB+,0.00 - 10.27,10.27
8.35% REC 2022,Debenture,AAA,0.00 - 8.35,8.35
HDFC 362-D 02/03/2020,Commercial Paper,A1+,0.00 - 7.99,7.99
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 7.87,7.87
8.64% IDFC First Bank 2020,Debenture,AA,0.00 - 5.73,5.73
7.26% GOI 2029,GOI Securities,SOV,0.00 - 11.35,5.32
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 4.25,4.25
8.5937% LIC Housing Fin. 2019,Debenture,AAA,0.00 - 4.11,4.11
8.49% NTPC 2025,Bonds/NCDs,AAA,0.01 - 0.01,0.01
Sintex-BAPL 2020,Debenture,D,0.00 - 0.00,0.00
Sintex-BAPL 2021,Debenture,D,0.00 - 0.00,0.00
Sintex-BAPL 2022,Debenture,D,0.00 - 0.00,0.00
337. BOI AXA Conservative Hybrid Fund - Eco Plan
9.49% Avendus Finance 2020,Debenture,A+,8.87 - 16.36,16.36
4.5% Karuna Healthcare 2020,Debenture,BBB+,0.00 - 10.27,10.27
8.35% REC 2022,Debenture,AAA,0.00 - 8.35,8.35
HDFC 362-D 02/03/2020,Commercial Paper,A1+,0.00 - 7.99,7.99
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 7.87,7.87
8.64% IDFC First Bank 2020,Debenture,AA,0.00 - 5.73,5.73
7.26% GOI 2029,GOI Securities,SOV,0.00 - 11.35,5.32
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 4.25,4.25
8.5937% LIC Housing Fin. 2019,Debenture,AAA,0.00 - 4.11,4.11
8.49% NTPC 2025,Bonds/NCDs,AAA,0.01 - 0.01,0.01
Sintex-BAPL 2020,Debenture,D,0.00 - 0.00,0.00
Sintex-BAPL 2021,Debenture,D,0.00 - 0.00,0.00
Sintex-BAPL 2022,Debenture,D,0.00 - 0.00,0.00
338. BOI AXA Conservative Hybrid Fund - Regular Plan
9.49% Avendus Finance 2020,Debenture,A+,8.87 - 16.36,16.36
4.5% Karuna Healthcare 2020,Debenture,BBB+,0.00 - 10.27,10.27
8.35% REC 2022,Debenture,AAA,0.00 - 8.35,8.35
HDFC 362-D 02/03/2020,Commercial Paper,A1+,0.00 - 7.99,7.99
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 7.87,7.87
8.64% IDFC First Bank 2020,Debenture,AA,0.00 - 5.73,5.73
7.26% GOI 2029,GOI Securities,SOV,0.00 - 11.35,5.32
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 4.25,4.25
8.5937% LIC Housing Fin. 2019,Debenture,AAA,0.00 - 4.11,4.11
8.49% NTPC 2025,Bonds/NCDs,AAA,0.01 - 0.01,0.01
Sintex-BAPL 2020,Debenture,D,0.00 - 0.00,0.00
Sintex-BAPL 2021,Debenture,D,0.00 - 0.00,0.00
Sintex-BAPL 2022,Debenture,D,0.00 - 0.00,0.00
341. BOI AXA Equity Debt Rebalancer Fund - Direct Plan
6.5% ICICI Bank 2020,Fixed Deposits,-,0.00 - 3.31,3.31
5.5% ICICI Bank 2019,Fixed Deposits,-,0.00 - 1.47,1.47
6% ICICI Bank 2020,Fixed Deposits,-,0.00 - 1.47,1.47
7.45% HDFC Bank 2019,Fixed Deposits,-,0.56 - 0.95,0.95
7.25% HDFC Bank 2019,Fixed Deposits,-,0.17 - 0.29,0.29
Sintex-BAPL 2021,Debenture,D,0.00 - 0.00,0.00
Sintex-BAPL 2022,Debenture,D,0.00 - 0.00,0.00
342. BOI AXA Equity Debt Rebalancer Fund - Regular Plan
6.5% ICICI Bank 2020,Fixed Deposits,-,0.00 - 3.31,3.31
5.5% ICICI Bank 2019,Fixed Deposits,-,0.00 - 1.47,1.47
6% ICICI Bank 2020,Fixed Deposits,-,0.00 - 1.47,1.47
7.45% HDFC Bank 2019,Fixed Deposits,-,0.56 - 0.95,0.95
7.25% HDFC Bank 2019,Fixed Deposits,-,0.17 - 0.29,0.29
