Company,Instrument,Credit Rating,1Y Range,% Assets
8.8% IDFC First Bank 2021,Debenture,AA+,0.00 - 3.62,2.37
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 2.51,2.14
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,0.00 - 2.14,2.14
State Bank of India 2056,Debenture,AA+,0.00 - 4.90,2.11
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 2.23,2.10
8.15% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 3.25,1.79
SIDBI 2020,Commercial Paper,A1+,0.00 - 1.86,1.69
7.11% Nat. Highways Authority 2022,Non Convertible Debenture,AAA,0.00 - 1.86,1.66
7.62% HUDCO 2022,Debenture,AAA,0.00 - 1.85,1.49
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,0.71 - 2.09,1.45
8.37% HUDCO 2029,Debenture,AAA,0.00 - 1.84,1.43
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 1.55,1.40
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 1.42,1.40
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 2.38,1.38
8.45% REC 2022,Debenture,AAA,0.00 - 2.11,1.33
8.2% Power Finance Corp. 2022,Non Convertible Debenture,AAA,0.00 - 1.63,1.26
8.37% REC 2028,Debenture,AAA,0.00 - 1.87,1.26
7.59% GOI 2026,GOI Securities,SOV,0.00 - 1.23,1.23
7.29% SIDBI 2022,Debenture,AAA,0.00 - 1.22,1.19
Indian Bank 2019,Certificate of Deposit,A1+,0.00 - 1.18,1.18
4. Aditya Birla Sun Life Banking & PSU Debt Fund - Retail Plan
7.89% SIDBI 2022,Non Convertible Debenture,AAA,0.00 - 3.80,3.40
8.9% State Bank of India 2028,Non Convertible Debenture,AAA,0.00 - 3.68,3.30
7.68% ONGC Petro Additions 2020,Structured Obligation,AAA,3.01 - 5.34,3.01
8.25% IRFC 2024,Debenture,AAA,0.00 - 2.72,2.65
8.02% BPCL 2024,Debenture,AAA,0.00 - 3.50,2.45
8.8% IDFC First Bank 2021,Debenture,AA+,0.00 - 3.62,2.37
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 2.51,2.14
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,0.00 - 2.14,2.14
State Bank of India 2056,Debenture,AA+,0.00 - 4.90,2.11
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 2.23,2.10
8.15% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 3.25,1.79
SIDBI 2020,Commercial Paper,A1+,0.00 - 1.86,1.69
7.11% Nat. Highways Authority 2022,Non Convertible Debenture,AAA,0.00 - 1.86,1.66
7.62% HUDCO 2022,Debenture,AAA,0.00 - 1.85,1.49
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,0.71 - 2.09,1.45
8.37% HUDCO 2029,Debenture,AAA,0.00 - 1.84,1.43
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 1.55,1.40
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 1.42,1.40
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 2.38,1.38
8.45% REC 2022,Debenture,AAA,0.00 - 2.11,1.33
8.2% Power Finance Corp. 2022,Non Convertible Debenture,AAA,0.00 - 1.63,1.26
8.37% REC 2028,Debenture,AAA,0.00 - 1.87,1.26
7.59% GOI 2026,GOI Securities,SOV,0.00 - 1.23,1.23
7.29% SIDBI 2022,Debenture,AAA,0.00 - 1.22,1.19
Indian Bank 2019,Certificate of Deposit,A1+,0.00 - 1.18,1.18
5. Aditya Birla Sun Life Corporate Bond Fund
7.68% ONGC Petro Additions 2020,Structured Obligation,AAA,4.46 - 5.83,4.46
8.65% M&M Financial Services 2021,Debenture,AAA,0.00 - 2.85,2.70
8.2% Power Finance Corp. 2020,Bonds/NCDs,AAA,0.00 - 3.07,2.55
6.95% Reliance Industries 2020,Debenture,AAA,0.00 - 2.55,2.49
7.17% GOI 2028,GOI Securities,SOV,0.01 - 10.36,2.47
Oriental Bank of Com. 2019,Certificate of Deposit,A1+,0.00 - 2.15,2.15
7.3% Power Finance Corp. 2020,Debenture,AAA,2.10 - 2.55,2.11
8.37% REC 2020,Bonds,AAA,1.24 - 2.20,1.89
8.37% REC 2028,Debenture,AAA,0.00 - 2.71,1.79
7.9% Tata Sons 2020,Debenture,AAA,1.78 - 2.41,1.78
6.78% Reliance Industries 2020,Non Convertible Debenture,AAA,0.00 - 1.65,1.65
7.2525% Bajaj Finance 2020,Debenture,AAA,0.00 - 1.56,1.50
9.3434% M&M Financial Services 2020,Bonds/Debentures,AAA,0.00 - 2.66,1.49
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.47 - 2.83,1.42
8.8% IDFC First Bank 2021,Debenture,AA+,0.00 - 1.57,1.42
8.24% GOI 2027,Central Government Loan,SOV,0.00 - 1.39,1.39
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.19 - 2.77,1.39
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 1.60,1.32
9.3% Fullerton India Credit 2021,Debenture,AAA,0.00 - 2.47,1.28
7.85% Bhopal Dhule Transmission 2022,Debenture,AAA,1.27 - 1.66,1.27
Cholamandalam Invest. & Fin. 351-D 13/03/2020,Commercial Paper,A1+,0.00 - 1.30,1.26
7.42% Power Finance Corp. 2020,Debenture,AAA,0.80 - 1.27,1.21
7.24% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,0.00 - 1.20,1.20
7.532% M&M Financial Services 2020,Non Convertible Debenture,AAA,0.00 - 1.38,1.20
Reliance Industries 90-D 14/11/2019,Commercial Paper,A1+,0.00 - 1.20,1.20
6. Aditya Birla Sun Life Credit Risk Fund - Regular Plan
Adilink Infra & Multitrading 2020,Debenture,Unrated,3.56 - 5.08,4.89
SP Imperial Star 2022,Debenture,A,2.88 - 4.05,4.05
Sprit Infrapower and Multiventures 2021,Debenture,BBB-,0.00 - 6.38,3.62
6.99% Air India Assets Holdings 2022,Debenture,AAA,0.00 - 2.89,2.89
Adani Properties 2021,Debenture,AA-,1.90 - 2.82,2.82
10.1% L&T Vadodara Bharuch Tollway 2021,Debenture,A,2.11 - 2.78,2.78
TMF Holdings 2020,Debenture,AA-,0.00 - 2.77,2.77
Asirvad Microfinance 2021,Debenture,AA-,0.00 - 2.66,2.66
7.68% ONGC Petro Additions 2020,Structured Obligation,AAA,1.85 - 2.48,2.48
Reliance Industries 158-D 13/12/2019,Commercial Paper,A1+,0.00 - 2.45,2.45
8.81% JM Financial Products 2020,Debenture,AA,1.81 - 2.41,2.41
13.5% Spandana Sphoorty Financial 2020,Debenture,A-,0.00 - 3.14,2.30
9.48% Tata Power 2019,Non Convertible Debenture,AA,0.00 - 2.24,2.24
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 2.23,2.23
8.9% State Bank of India 2028,Non Convertible Debenture,AAA,0.00 - 2.00,2.00
7.85% Bhopal Dhule Transmission 2022,Debenture,AAA,1.08 - 1.41,1.41
8.45% Power Finance Corp. 2022,Non Convertible Debenture,AAA,0.00 - 1.36,1.36
9.37% State Bank of India 2023,Debenture,AA+,0.00 - 1.91,1.35
9.15% Coastal Gujarat Power 2021,Debenture,AA,0.00 - 1.34,1.34
9.21% Punjab National Bank,Bonds,AA,0.90 - 1.21,1.21
13.2% Shriram Properties 2021,Debenture,BBB,1.08 - 1.22,1.15
12.46% Lendingkart Finance 2020,Debenture,BBB+,0.00 - 1.69,1.14
Indusind Bank 2019,Non Convertible Debenture,AA,0.00 - 1.14,1.14
11.25% Syndicate Bank,Bonds,AA-,0.00 - 1.10,1.10
Reliance Retail Ltd. 2020,Securitised Debt,AAA,0.79 - 1.06,1.06
8. Aditya Birla Sun Life Dynamic Bond Fund - Retail Plan
7.95% GOI 2032,GOI Securities,SOV,0.00 - 10.52,10.52
Adani Rail Infra 2020,Debenture,AA-,4.61 - 8.78,8.78
Adilink Infra & Multitrading 2020,Debenture,Unrated,4.03 - 7.50,7.25
Sprit Infrapower and Multiventures 2021,Debenture,BBB-,0.00 - 11.36,6.49
8.85% Power Finance Corp. 2029,Bonds/NCDs,AAA,0.00 - 6.54,5.06
8.24% National Bank Agr. Rur. Devp 2029,Debenture,AAA,0.00 - 5.38,3.32
8.3% IRFC 2029,Debenture,AAA,0.00 - 4.08,3.22
L&T Finance 333-D 10/12/2019,Commercial Paper,A1+,0.00 - 3.21,3.21
8.95% Punjab National Bank,Bonds,AA,1.80 - 3.18,3.18
8.3% REC 2029,Non Convertible Debenture,AAA,0.00 - 3.43,2.54
8.41% HUDCO 2029,Debenture,AAA,0.00 - 3.71,2.40
7.26% GOI 2029,GOI Securities,SOV,0.00 - 7.77,2.35
8.27% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 4.28,2.18
8.5% National Bank Agr. Rur. Devp 2029,Non Convertible Debenture,AAA,0.00 - 2.07,2.07
9.1% Union Bank of India,Non Convertible Debenture,AA,0.90 - 1.58,1.58
8.24% Power Grid Corporation 2029,Debenture,AAA,0.00 - 2.70,1.54
10.15% Uttar Pradesh Power Corporation 2021,Debenture,A+,0.67 - 1.14,1.14
9.1% India Grid Trust 2022,Debenture,AAA,0.00 - 1.54,1.14
10.15% Uttar Pradesh Power Corporation 2023,Debenture,A+,0.67 - 1.13,1.13
10.15% Uttar Pradesh Power Corporation 2024,Debenture,A+,0.67 - 1.13,1.13
10.15% Uttar Pradesh Power Corporation 2025,Debenture,A+,0.67 - 1.11,1.11
10.15% Uttar Pradesh Power Corporation 2026,Debenture,A+,0.67 - 1.10,1.10
10.15% Uttar Pradesh Power Corporation 2027,Debenture,A+,0.67 - 1.10,1.10
10.15% Uttar Pradesh Power Corporation 2028,Debenture,A+,0.67 - 1.07,1.07
8.12% NHPC 2029,Debenture,AAA,0.00 - 2.31,1.02
11. Aditya Birla Sun Life Fixed Term Plan - Series OD (1145 Days) - Regular Plan
8.32% Uttar Pradesh State 2020,State Development Loan,SOV,15.80 - 17.09,15.80
Bajaj Finance 2020,Debenture,AAA,11.82 - 11.93,11.93
6.73% IRFC 2020,Debenture,AAA,9.97 - 10.55,9.97
HDFC 2020,Debenture,AAA,9.92 - 10.81,9.92
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,9.65 - 10.35,9.65
7.7% HUDCO 2020,Debenture,AAA,2.40 - 8.16,8.06
8.54% Haryana State 2020,State Development Loan,SOV,7.91 - 8.58,7.91
8.02% LIC Housing Fin. 2020,Debenture,AAA,7.74 - 8.25,7.74
8.52% Himachal Pradesh State 2020,State Development Loan,SOV,3.96 - 4.28,3.96
8.57% West Bengal State 2020,State Development Loan,SOV,3.95 - 4.29,3.95
8.36% Power Finance Corp. 2020,Bonds,AAA,2.56 - 2.75,2.56
8.39% Rajasthan State 2020,State Development Loan,SOV,1.98 - 2.14,1.98
Kotak Mahindra Prime 2020,Debenture,AAA,1.61 - 1.62,1.62
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 0.29,0.29
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 0.15,0.15
12. Aditya Birla Sun Life Fixed Term Plan - Series OE (1153 Days) - Regular Plan
8.57% Haryana State 2020,State Development Loan,SOV,25.09 - 27.17,25.09
Bajaj Finance 2020,Debenture,AAA,11.37 - 11.47,11.47
8.02% LIC Housing Fin. 2020,Debenture,AAA,9.72 - 10.37,9.72
7.7% HUDCO 2020,Debenture,AAA,3.56 - 9.77,9.65
HDFC 2020,Debenture,AAA,9.42 - 10.28,9.42
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,7.79 - 8.37,7.79
6.73% IRFC 2020,Debenture,AAA,7.76 - 8.22,7.76
6.83% Power Finance Corp. 2020,Bonds,AAA,7.26 - 7.71,7.26
8.56% Punjab State 2020,State Development Loan,SOV,3.92 - 4.24,3.92
Kotak Mahindra Prime 2020,Debenture,AAA,1.78 - 1.79,1.79
8.36% Power Finance Corp. 2020,Bonds,AAA,1.56 - 1.67,1.56
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 0.19,0.19
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 0.15,0.15
13. Aditya Birla Sun Life Fixed Term Plan - Series OF (1151 Days) - Regular Plan
TMF Holdings 2020,Debenture,AA-,0.00 - 10.61,10.61
Indiabulls Housing Finance 2020,Debenture,AAA,10.12 - 10.40,10.12
Cholamandalam Invest. & Fin. 2020,Debenture,AA+,10.00 - 10.16,10.12
9.05% Essel Lucknow Raebareli Toll Roads 2020,Debenture,AAA,8.21 - 8.91,8.21
8.19% Tata Housing Devp. Co. 2020,Debenture,AA,8.16 - 8.75,8.16
7.59% REC 2020,Debenture,AAA,0.00 - 8.02,7.97
8.7% Vedanta 2020,Debenture,AA,7.91 - 8.55,7.91
8.49% HDFC 2020,Debenture,AAA,0.00 - 5.91,5.76
6.83% Power Finance Corp. 2020,Bonds,AAA,5.40 - 5.78,5.40
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 3.90,3.89
7.7% HUDCO 2020,Debenture,AAA,1.85 - 3.68,3.63
7.58% LIC Housing Fin. 2020,Debenture,AAA,3.02 - 3.23,3.02
11% IL&FS Education and Technology Services 2020,Debenture,B,0.00 - 2.87,1.34
8.36% Power Finance Corp. 2020,Bonds,AAA,1.21 - 1.31,1.21
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 0.18,0.18
14. Aditya Birla Sun Life Fixed Term Plan - Series OG (1146 Days) - Regular Plan
Bajaj Finance 2020,Debenture,AAA,11.98 - 12.07,12.07
8.36% Power Finance Corp. 2020,Bonds,AAA,10.49 - 11.29,10.49
HDFC 2020,Debenture,AAA,9.92 - 10.82,9.92
6.73% IRFC 2020,Debenture,AAA,9.81 - 10.39,9.81
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,9.76 - 10.48,9.76
8.2% Power Grid Corporation 2020,Debenture,AAA,9.75 - 10.50,9.75
8.53% Assam State 2020,State Development Loan,SOV,9.54 - 10.37,9.54
8.658% HDB Financial Services 2020,Bonds,AAA,6.57 - 7.03,6.57
8.02% LIC Housing Fin. 2020,Debenture,AAA,6.38 - 6.81,6.38
7.7% HUDCO 2020,Debenture,AAA,3.50 - 3.90,3.85
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 3.06,3.06
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 1.72,1.72
Kotak Mahindra Prime 2020,Debenture,AAA,0.31 - 0.31,0.31
15. Aditya Birla Sun Life Fixed Term Plan - Series OH (1120 Days) - Regular Plan
8.36% Power Finance Corp. 2020,Bonds,AAA,10.40 - 11.20,10.40
HDFC 2020,Debenture,AAA,9.88 - 10.79,9.88
7.09% Export-Import Bank 2020,Bonds,AAA,9.77 - 10.41,9.77
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,9.73 - 10.46,9.73
8.2% Power Grid Corporation 2020,Debenture,AAA,9.56 - 10.31,9.56
6.73% IRFC 2020,Debenture,AAA,9.47 - 10.05,9.47
Kotak Mahindra Prime 2020,Debenture,AAA,8.73 - 8.79,8.79
8.68% LIC Housing Fin. 2020,Debenture,AAA,7.56 - 8.10,7.56
Bajaj Finance 2020,Debenture,AAA,7.23 - 7.27,7.27
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 5.04,5.03
7.7% HUDCO 2020,Debenture,AAA,3.83 - 4.50,4.44
8.658% HDB Financial Services 2020,Bonds,AAA,1.51 - 1.62,1.51
Kotak Mahindra Prime 2020,Debenture,AAA,1.15 - 1.16,1.16
8.8% REC 2019,Bonds,AAA,0.67 - 0.74,0.67
8.39% Rajasthan State 2020,State Development Loan,SOV,0.26 - 0.29,0.26
16. Aditya Birla Sun Life Fixed Term Plan - Series OI (1120 Days) - Regular Plan
Bajaj Finance 2020,Debenture,AAA,11.94 - 12.02,12.02
8.39% Rajasthan State 2020,State Development Loan,SOV,11.94 - 12.95,11.94
Kotak Mahindra Prime 2020,Debenture,AAA,11.84 - 11.93,11.93
8.36% Power Finance Corp. 2020,Bonds,AAA,10.33 - 11.12,10.33
7.09% Export-Import Bank 2020,Bonds,AAA,9.83 - 10.47,9.83
6.73% IRFC 2020,Debenture,AAA,9.82 - 10.42,9.82
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,9.35 - 10.05,9.35
HDFC 2020,Debenture,AAA,7.88 - 8.61,7.88
7.7% HUDCO 2020,Debenture,AAA,2.66 - 5.88,5.81
8.68% LIC Housing Fin. 2020,Debenture,AAA,5.11 - 5.48,5.11
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 2.06,2.06
8.18% National Bank Agr. Rur. Devp 2020,Bonds/NCDs,AAA,0.00 - 0.04,0.03
17. Aditya Birla Sun Life Fixed Term Plan - Series OJ (1136 Days) - Regular Plan
7.59% REC 2020,Debenture,AAA,0.00 - 11.98,11.91
Indiabulls Housing Finance 2020,Debenture,AAA,10.39 - 10.67,10.39
TMF Holdings 2020,Debenture,AA-,0.00 - 10.04,10.02
Cholamandalam Invest. & Fin. 2020,Debenture,AA+,9.87 - 10.03,10.00
7.58% LIC Housing Fin. 2020,Debenture,AAA,8.71 - 9.31,8.71
8.19% Tata Housing Devp. Co. 2020,Debenture,AA,8.37 - 8.97,8.37
9.05% Essel Lucknow Raebareli Toll Roads 2020,Debenture,AAA,8.36 - 9.06,8.36
8.7% Vedanta 2020,Debenture,AA,7.81 - 8.44,7.81
6.83% Power Finance Corp. 2020,Bonds,AAA,6.58 - 7.03,6.58
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 4.27,4.25
7.7% HUDCO 2020,Debenture,AAA,2.98 - 3.74,3.70
8.36% Power Finance Corp. 2020,Bonds,AAA,1.74 - 1.89,1.74
11% IL&FS Education and Technology Services 2020,Debenture,B,0.00 - 2.92,1.36
8.49% HDFC 2020,Debenture,AAA,0.00 - 0.36,0.35
8.49% LIC Housing Fin. 2020,Debenture,AAA,0.07 - 0.08,0.07
18. Aditya Birla Sun Life Fixed Term Plan - Series OK (1135 Days) - Regular Plan
7.8% LIC Housing Fin. 2020,Debenture,AAA,9.94 - 10.58,9.94
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,9.74 - 10.48,9.74
8.2% Power Grid Corporation 2020,Debenture,AAA,9.68 - 10.45,9.68
Bajaj Finance 2020,Debenture,AAA,9.07 - 9.13,9.13
8.87% REC 2020,Bonds,AAA,8.24 - 8.92,8.24
8.95% Power Finance Corp. 2020,Bonds,AAA,7.17 - 7.75,7.17
7.78% HDFC 2020,Debenture,AAA,6.91 - 7.36,6.91
8.658% HDB Financial Services 2020,Bonds,AAA,6.50 - 6.97,6.50
7.7% HUDCO 2020,Debenture,AAA,4.23 - 5.47,5.40
6.73% IRFC 2020,Debenture,AAA,4.74 - 5.04,4.74
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 4.63,4.62
7.09% Export-Import Bank 2020,Bonds,AAA,3.45 - 3.68,3.45
8.4% Uttar Pradesh State 2020,State Development Loan,SOV,2.91 - 3.16,2.91
Bajaj Finance 2020,Debenture,AAA,2.60 - 2.61,2.61
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,2.16 - 2.33,2.16
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 0.97,0.97
8.36% Power Finance Corp. 2020,Bonds,AAA,0.95 - 1.03,0.95
8.39% Rajasthan State 2020,State Development Loan,SOV,0.35 - 0.38,0.35
Kotak Mahindra Prime 2020,Debenture,AAA,0.33 - 0.33,0.33
8.8% REC 2019,Bonds,AAA,0.13 - 0.14,0.13
8.49% LIC Housing Fin. 2020,Debenture,AAA,0.09 - 0.09,0.09
19. Aditya Birla Sun Life Fixed Term Plan - Series OL (1148 Days) - Regular Plan
8.32% Uttar Pradesh State 2020,State Development Loan,SOV,21.91 - 23.70,21.91
Bajaj Finance 2020,Debenture,AAA,10.42 - 10.53,10.53
8.21% Rajasthan State 2020,State Development Loan,SOV,9.28 - 10.03,9.28
7.05% Power Finance Corp. 2020,Debenture,AAA,8.68 - 9.21,8.68
7.78% HDFC 2020,Debenture,AAA,8.18 - 8.68,8.18
8.06% HDB Financial Services 2020,Debenture,AAA,6.81 - 7.26,6.81
7.09% Export-Import Bank 2020,Bonds,AAA,6.80 - 7.23,6.80
8.49% LIC Housing Fin. 2020,Debenture,AAA,5.74 - 6.12,5.74
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 8.13,5.48
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,2.73 - 2.93,2.73
7.7% HUDCO 2020,Debenture,AAA,2.22 - 2.76,2.73
7.8% LIC Housing Fin. 2020,Debenture,AAA,2.73 - 2.89,2.73
8.36% Power Finance Corp. 2020,Bonds,AAA,1.36 - 1.47,1.36
8.39% Rajasthan State 2020,State Development Loan,SOV,0.41 - 0.44,0.41
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 0.33,0.33
20. Aditya Birla Sun Life Fixed Term Plan - Series OM (1146 Days) - Regular Plan
8.39% Rajasthan State 2020,State Development Loan,SOV,18.80 - 20.35,18.80
8.4% Uttar Pradesh State 2020,State Development Loan,SOV,9.96 - 10.79,9.96
8.85% Bajaj Finance 2020,Debenture,AAA,9.40 - 10.05,9.40
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,9.38 - 10.06,9.38
7.8% LIC Housing Fin. 2020,Debenture,AAA,9.36 - 9.94,9.36
7.78% HDFC 2020,Debenture,AAA,9.36 - 9.93,9.36
7.09% Export-Import Bank 2020,Bonds,AAA,9.34 - 9.93,9.34
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 6.17,6.16
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,5.62 - 6.03,5.62
7.7% HUDCO 2020,Debenture,AAA,5.62 - 5.99,5.62
8.36% Power Finance Corp. 2020,Bonds,AAA,1.12 - 1.21,1.12
Kotak Mahindra Prime 2020,Debenture,AAA,0.89 - 0.90,0.90
21. Aditya Birla Sun Life Fixed Term Plan - Series OT (1117 Days) - Regular Plan
8.18% Andhra Pradesh State 2020,State Development Loan,SOV,9.76 - 10.51,9.76
8.37% REC 2020,Bonds,AAA,9.70 - 10.42,9.70
8.65% Power Finance Corp. 2020,Bonds,AAA,9.70 - 10.45,9.70
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,9.70 - 10.43,9.70
7.79% LIC Housing Fin. 2020,Debenture,AAA,9.64 - 10.25,9.64
7.2% IRFC 2020,Bonds,AAA,9.64 - 10.27,9.64
7.55% HDB Financial Services 2020,Bonds,AAA,9.62 - 10.19,9.62
7.5% Bajaj Finance 2020,Non Convertible Debenture,AAA,9.61 - 10.17,9.61
7.6% HDFC 2020,Debenture,AAA,4.82 - 5.11,4.82
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 4.77,4.75
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 3.85,3.84
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 2.01,2.01
7.7% HUDCO 2020,Debenture,AAA,0.00 - 1.96,1.93
8.39% Rajasthan State 2020,State Development Loan,SOV,1.26 - 1.37,1.26
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 0.99,0.99
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.18,0.18
8.19% Uttar Pradesh State 2020,State Development Loan,SOV,0.06 - 0.07,0.06
22. Aditya Birla Sun Life Fixed Term Plan - Series OW (1245 Days) - Regular Plan
8.5% Vedanta 2021,Debenture,AA,11.73 - 13.19,12.78
JM Financial Products 2021,Debenture,AA,10.10 - 11.83,11.62
10.25% Adani Transmission 2021,Debenture,AA+,9.07 - 10.05,9.60
7.964% Sundaram Finance 2021,Zero Coupon Bonds,AAA,0.00 - 7.67,7.48
9.5119% Jharkand Road Projects Implementation 2021,Debenture,D,0.26 - 5.85,5.92
9.05% Essel Lucknow Raebareli Toll Roads 2021,Debenture,AAA,5.44 - 6.07,5.87
9% M&M Financial Services 2021,Debenture,AAA,5.11 - 5.84,5.67
Sprit Infrapower and Multiventures 2021,Debenture,BBB-,0.00 - 9.90,5.38
6.95% Reliance Industries 2020,Debenture,AAA,0.00 - 3.63,3.53
8.0253% Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 3.23,3.23
7.97% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 2.75,2.65
9.8% IL&FS Tamil Nadu Power 2021,Debenture,D,0.00 - 4.33,2.59
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 1.94,1.91
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 1.94,1.88
9.5119% Jharkand Road Projects Implementation 2021,Debenture,D,0.00 - 1.73,1.67
10.15% Uttar Pradesh Power Corporation 2021,Debenture,A+,0.98 - 1.09,1.06
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.86 - 0.97,0.94
8.711% HDB Financial Services 2021,Bonds/Debentures,AAA,0.00 - 0.61,0.60
8.36% Power Finance Corp. 2020,Bonds,AAA,0.33 - 0.37,0.36
7.7% HUDCO 2020,Debenture,AAA,0.32 - 0.37,0.36
7.7% REC 2021,Bonds/NCDs,AAA,0.00 - 0.24,0.24
23. Aditya Birla Sun Life Fixed Term Plan - Series OX (1234 Days) - Regular Plan
8.47% Puducherry State 2021,State Development Loan,SOV,17.81 - 19.22,17.81
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,10.44 - 11.17,10.44
Axis Finance 2021,Bonds/NCDs,AAA,9.80 - 9.90,9.90
Kotak Mahindra Prime 2021,Debenture,AAA,9.61 - 9.75,9.75
8.75% HDFC 2021,Debenture,AAA,8.82 - 9.45,8.82
8.6% LIC Housing Fin. 2021,Bonds/Debentures,AAA,8.80 - 9.42,8.80
7.74% IRFC 2020,Debenture,AAA,8.78 - 9.41,8.78
8.05% Power Finance Corp. 2021,Debenture,AAA,8.74 - 9.38,8.74
8.32% Power Grid Corporation 2020,Bonds,AAA,4.41 - 4.74,4.41
7.7% HUDCO 2020,Debenture,AAA,0.00 - 2.65,2.61
7.65% IRFC 2021,Debenture,AAA,0.00 - 2.04,1.93
8.36% Power Finance Corp. 2020,Bonds,AAA,1.83 - 1.99,1.83
SIDBI 2020,Debenture,A1+,0.00 - 1.19,1.19
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.69 - 0.74,0.69
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 0.55,0.55
24. Aditya Birla Sun Life Fixed Term Plan - Series OY (1218 Days) - Regular Plan
Kotak Mahindra Prime 2021,Debenture,AAA,11.79 - 11.92,11.92
7.65% IRFC 2021,Debenture,AAA,11.15 - 11.85,11.18
Axis Finance 2021,Bonds/NCDs,AAA,9.39 - 9.47,9.47
7.73% HUDCO 2021,Debenture,AAA,8.78 - 9.37,8.78
8.13% Power Grid Corporation 2021,Debenture,AAA,8.43 - 9.04,8.43
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,7.55 - 7.60,7.60
7.73% Power Finance Corp. 2021,Debenture,AAA,7.28 - 7.82,7.28
7.4% National Bank Agr. Rur. Devp 2021,Debenture,AAA,7.27 - 7.81,7.27
LIC Housing Fin. 2021,Debenture,AAA,5.88 - 5.92,5.92
7.52% SIDBI 2021,Bonds/NCDs,AAA,3.96 - 4.24,3.96
8.1437% Sundaram Finance 2021,Debenture,AAA,3.14 - 3.33,3.14
8.05% Power Finance Corp. 2021,Debenture,AAA,3.13 - 3.37,3.13
