Company,Instrument,Credit Rating,1Y Range,% Assets
8.5% LIC Housing Fin. 2021,Debenture,AAA,5.62 - 5.91,5.64
10% Patel KNR Heavy Infrastructures 2020,Bonds/Debentures,AA+,5.21 - 5.60,5.21
6.99% Andhra Pradesh State 2020,State Development Loan,SOV,4.09 - 4.30,4.10
7.4805% Kotak Mahindra Prime 2020,Non Convertible Debenture,AAA,0.00 - 3.98,3.83
9.1106% LIC Housing Fin. 2020,Non Convertible Debenture,AAA,0.00 - 3.71,3.52
8.37% REC 2020,Bonds,AAA,0.00 - 3.69,3.51
7.14% HUDCO 2020,Non Convertible Debenture,AAA,0.00 - 2.69,2.67
7.5% HDFC 2020,Debenture,AAA,0.00 - 1.17,1.16
8.57% NUVOCO Vistas Corp. 2020,Debenture,AA,0.00 - 1.17,1.16
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,0.47 - 0.50,0.47
8.67% LIC Housing Fin. 2020,Debenture,AAA,0.12 - 0.12,0.12
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.12 - 0.12,0.12
333. ICICI Prudential Multiple Yield Fund - Series 11 - Plan A - 1427 Days
Bajaj Finance 2020,Zero Coupon Bonds,AAA,11.88 - 12.14,12.11
Tata Capital Financial Services 2020,Debenture,AAA,9.43 - 9.98,9.43
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,9.29 - 9.89,9.29
9.87% Afcons Infrastructure 2020,Debenture,AA,6.76 - 7.29,6.76
CLP Wind Farms (India) 2020,Bonds/Debentures,AA,6.73 - 7.20,6.73
8.95% Crompton Greaves Consumer Electricals 2020,Debenture,AA+,0.00 - 6.91,6.72
8.49% HDFC 2020,Debenture,AAA,5.74 - 6.82,5.74
8.36% Power Finance Corp. 2020,Bonds,AAA,5.40 - 7.22,5.40
7.79% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 5.45,5.39
9.75% Patel KNR Heavy Infrastructures 2020,Bonds/Debentures,AA+,2.71 - 2.91,2.71
7.9% Tata Sons 2020,Debenture,AAA,2.29 - 2.43,2.29
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,0.00 - 2.06,2.03
7.7% HUDCO 2020,Debenture,AAA,0.00 - 1.55,1.48
1.5% HDFC 2020,Bonds/Debentures,AAA,1.38 - 1.50,1.38
8.58% West Bengal State 2020,State Development Loan,SOV,1.36 - 1.46,1.36
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,0.00 - 1.37,1.36
7.78% LIC Housing Fin. 2020,Debenture,AAA,1.35 - 1.42,1.35
8.13% Power Grid Corporation 2020,Debenture,AAA,0.95 - 1.01,0.95
8.01% Rajasthan State 2020,State Development Loan,SOV,0.76 - 0.81,0.76
8.7% Power Finance Corp. 2020,Bonds,AAA,0.34 - 0.36,0.34
334. ICICI Prudential Multiple Yield Fund - Series 11 - Plan A - 1427 Days - Direct Plan
Bajaj Finance 2020,Zero Coupon Bonds,AAA,11.88 - 12.14,12.11
Tata Capital Financial Services 2020,Debenture,AAA,9.43 - 9.98,9.43
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,9.29 - 9.89,9.29
9.87% Afcons Infrastructure 2020,Debenture,AA,6.76 - 7.29,6.76
CLP Wind Farms (India) 2020,Bonds/Debentures,AA,6.73 - 7.20,6.73
8.95% Crompton Greaves Consumer Electricals 2020,Debenture,AA+,0.00 - 6.91,6.72
8.49% HDFC 2020,Debenture,AAA,5.74 - 6.82,5.74
8.36% Power Finance Corp. 2020,Bonds,AAA,5.40 - 7.22,5.40
7.79% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 5.45,5.39
9.75% Patel KNR Heavy Infrastructures 2020,Bonds/Debentures,AA+,2.71 - 2.91,2.71
7.9% Tata Sons 2020,Debenture,AAA,2.29 - 2.43,2.29
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,0.00 - 2.06,2.03
7.7% HUDCO 2020,Debenture,AAA,0.00 - 1.55,1.48
1.5% HDFC 2020,Bonds/Debentures,AAA,1.38 - 1.50,1.38
8.58% West Bengal State 2020,State Development Loan,SOV,1.36 - 1.46,1.36
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,0.00 - 1.37,1.36
7.78% LIC Housing Fin. 2020,Debenture,AAA,1.35 - 1.42,1.35
8.13% Power Grid Corporation 2020,Debenture,AAA,0.95 - 1.01,0.95
8.01% Rajasthan State 2020,State Development Loan,SOV,0.76 - 0.81,0.76
8.7% Power Finance Corp. 2020,Bonds,AAA,0.34 - 0.36,0.34
335. ICICI Prudential Multiple Yield Fund - Series 11 - Plan B - 1394 Days
7.9% Bajaj Finance 2020,Zero Coupon Bonds,AAA,12.07 - 12.38,12.34
Sundaram Bnp Paribas Home Finance 2020,Debenture,AA+,11.74 - 12.04,12.02
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,8.66 - 9.19,8.66
9.7% Tata Motors 2020,Debenture,AA-,0.00 - 8.71,8.62
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,8.46 - 8.81,8.46
CLP Wind Farms (India) 2020,Bonds/Debentures,AA,7.74 - 8.25,7.74
8.49% HDFC 2020,Debenture,AAA,6.47 - 8.68,6.47
8.85% NHPC 2020,Bonds,AAA,3.46 - 3.70,3.46
7.4805% Kotak Mahindra Prime 2020,Non Convertible Debenture,AAA,0.00 - 2.84,2.75
7.25% SIDBI 2020,Bonds,AAA,2.15 - 2.26,2.15
8.4% Power Grid Corporation 2020,Debenture,AAA,0.00 - 1.77,1.73
7.78% LIC Housing Fin. 2020,Debenture,AAA,1.72 - 1.81,1.72
7.79% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 1.74,1.72
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,0.00 - 1.58,1.56
7.46% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.87,0.86
8.5% IRFC 2020,Bonds,AAA,0.26 - 0.28,0.26
336. ICICI Prudential Multiple Yield Fund - Series 11 - Plan B - 1394 Days - Direct Plan
7.9% Bajaj Finance 2020,Zero Coupon Bonds,AAA,12.07 - 12.38,12.34
Sundaram Bnp Paribas Home Finance 2020,Debenture,AA+,11.74 - 12.04,12.02
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,8.66 - 9.19,8.66
9.7% Tata Motors 2020,Debenture,AA-,0.00 - 8.71,8.62
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,8.46 - 8.81,8.46
CLP Wind Farms (India) 2020,Bonds/Debentures,AA,7.74 - 8.25,7.74
8.49% HDFC 2020,Debenture,AAA,6.47 - 8.68,6.47
8.85% NHPC 2020,Bonds,AAA,3.46 - 3.70,3.46
7.4805% Kotak Mahindra Prime 2020,Non Convertible Debenture,AAA,0.00 - 2.84,2.75
7.25% SIDBI 2020,Bonds,AAA,2.15 - 2.26,2.15
8.4% Power Grid Corporation 2020,Debenture,AAA,0.00 - 1.77,1.73
7.78% LIC Housing Fin. 2020,Debenture,AAA,1.72 - 1.81,1.72
7.79% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 1.74,1.72
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,0.00 - 1.58,1.56
7.46% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.87,0.86
8.5% IRFC 2020,Bonds,AAA,0.26 - 0.28,0.26
337. ICICI Prudential Multiple Yield Fund - Series 11 - Plan C - 1387 Days
8.16% Tamilnadu State 2020,State Development Loan,SOV,20.99 - 22.12,20.99
8.6% LIC Housing Fin. 2020,Debenture,AAA,9.59 - 10.01,9.59
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,9.58 - 10.07,9.58
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,9.58 - 10.07,9.58
8.87% REC 2020,Bonds,AAA,6.38 - 7.89,6.38
CLP Wind Farms (India) 2020,Bonds/Debentures,AA,6.34 - 6.69,6.34
7.25% SIDBI 2020,Bonds,AAA,5.28 - 5.52,5.28
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 4.00,3.99
7.6% Bajaj Finance 2020,Debenture,AAA,0.00 - 3.71,3.59
3% HDB Financial Services 2020,Debenture,AAA,2.95 - 3.05,3.04
8.58% West Bengal State 2020,State Development Loan,SOV,2.14 - 2.27,2.14
Tata Capital Financial Services 2020,Debenture,AAA,2.12 - 2.21,2.12
SIDBI 2020,Debenture,A1+,0.00 - 2.01,2.00
338. ICICI Prudential Multiple Yield Fund - Series 11 - Plan C - 1387 Days - Direct Plan
8.16% Tamilnadu State 2020,State Development Loan,SOV,20.99 - 22.12,20.99
8.6% LIC Housing Fin. 2020,Debenture,AAA,9.59 - 10.01,9.59
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,9.58 - 10.07,9.58
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,9.58 - 10.07,9.58
8.87% REC 2020,Bonds,AAA,6.38 - 7.89,6.38
CLP Wind Farms (India) 2020,Bonds/Debentures,AA,6.34 - 6.69,6.34
7.25% SIDBI 2020,Bonds,AAA,5.28 - 5.52,5.28
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 4.00,3.99
7.6% Bajaj Finance 2020,Debenture,AAA,0.00 - 3.71,3.59
3% HDB Financial Services 2020,Debenture,AAA,2.95 - 3.05,3.04
8.58% West Bengal State 2020,State Development Loan,SOV,2.14 - 2.27,2.14
Tata Capital Financial Services 2020,Debenture,AAA,2.12 - 2.21,2.12
SIDBI 2020,Debenture,A1+,0.00 - 2.01,2.00
339. ICICI Prudential Multiple Yield Fund - Series 11 - Plan D - 1361 Days
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,21.26 - 22.52,21.26
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,9.10 - 9.60,9.10
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,9.07 - 9.59,9.07
9.95% Tata Motors 2020,Debenture,AA-,0.00 - 7.33,7.25
8.58% West Bengal State 2020,State Development Loan,SOV,6.08 - 6.49,6.08
8.6% LIC Housing Fin. 2020,Debenture,AAA,6.07 - 6.36,6.07
3% HDB Financial Services 2020,Debenture,AAA,4.91 - 5.08,5.05
8.87% REC 2020,Bonds,AAA,4.54 - 9.66,4.54
8.7% HDFC 2020,Debenture,AAA,4.39 - 4.63,4.39
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 4.28,4.27
8.4% Power Grid Corporation 2020,Debenture,AAA,0.00 - 3.10,3.03
7.74% LIC Housing Fin. 2020,Debenture,AAA,3.02 - 3.15,3.02
7.6% Bajaj Finance 2020,Debenture,AAA,0.00 - 3.11,3.01
340. ICICI Prudential Multiple Yield Fund - Series 11 - Plan D - 1361 Days - Direct Plan
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,21.26 - 22.52,21.26
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,9.10 - 9.60,9.10
8.38% Power Finance Corp. 2020,Non Convertible Debenture,AAA,9.07 - 9.59,9.07
9.95% Tata Motors 2020,Debenture,AA-,0.00 - 7.33,7.25
8.58% West Bengal State 2020,State Development Loan,SOV,6.08 - 6.49,6.08
8.6% LIC Housing Fin. 2020,Debenture,AAA,6.07 - 6.36,6.07
3% HDB Financial Services 2020,Debenture,AAA,4.91 - 5.08,5.05
8.87% REC 2020,Bonds,AAA,4.54 - 9.66,4.54
8.7% HDFC 2020,Debenture,AAA,4.39 - 4.63,4.39
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 4.28,4.27
8.4% Power Grid Corporation 2020,Debenture,AAA,0.00 - 3.10,3.03
7.74% LIC Housing Fin. 2020,Debenture,AAA,3.02 - 3.15,3.02
7.6% Bajaj Finance 2020,Debenture,AAA,0.00 - 3.11,3.01
341. ICICI Prudential Multiple Yield Fund - Series 14 - Plan A - 1228 Days
8.15% Rajasthan State 2021,State Development Loan,SOV,36.94 - 39.45,36.94
Tata Sons 2021,Debenture,AAA,11.36 - 11.52,11.47
8.37% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,10.16 - 10.76,10.16
Kotak Mahindra Prime 2021,Bonds/NCDs,AAA,8.70 - 8.89,8.89
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,8.44 - 8.61,8.60
8.34% Punjab State 2020,State Development Loan,SOV,3.33 - 3.59,3.33
8.5% Kerala State 2021,State Development Loan,SOV,0.00 - 3.13,3.09
8.46% Maharashtra State 2021,State Development Loan,SOV,1.29 - 1.38,1.29
6.99% Andhra Pradesh State 2020,State Development Loan,SOV,1.27 - 1.35,1.27
7.7% REC 2021,Bonds/NCDs,AAA,1.26 - 1.34,1.26
342. ICICI Prudential Multiple Yield Fund - Series 14 - Plan A - 1228 Days - Direct Plan
8.15% Rajasthan State 2021,State Development Loan,SOV,36.94 - 39.45,36.94
Tata Sons 2021,Debenture,AAA,11.36 - 11.52,11.47
8.37% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,10.16 - 10.76,10.16
Kotak Mahindra Prime 2021,Bonds/NCDs,AAA,8.70 - 8.89,8.89
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,8.44 - 8.61,8.60
8.34% Punjab State 2020,State Development Loan,SOV,3.33 - 3.59,3.33
8.5% Kerala State 2021,State Development Loan,SOV,0.00 - 3.13,3.09
8.46% Maharashtra State 2021,State Development Loan,SOV,1.29 - 1.38,1.29
6.99% Andhra Pradesh State 2020,State Development Loan,SOV,1.27 - 1.35,1.27
7.7% REC 2021,Bonds/NCDs,AAA,1.26 - 1.34,1.26
343. ICICI Prudential Multiple Yield Fund - Series 8 - 1822 Days - Plan D
8.96% Power Finance Corp. 2019,Bonds,AAA,14.90 - 15.95,14.95
8.56% REC 2019,Bonds,AAA,14.65 - 15.65,14.72
7.42% HDB Financial Services 2019,Bonds/NCDs,AAA,0.00 - 9.06,9.06
6.54% Export-Import Bank 2019,Bonds,AAA,0.00 - 4.94,4.90
SIDBI 2019,Certificate of Deposit,A1+,0.00 - 4.41,4.40
8.93% Power Grid Corporation 2019,Bonds,AAA,0.98 - 1.05,0.98
344. ICICI Prudential Multiple Yield Fund - Series 8 - 1822 Days - Plan D - Direct Plan
8.96% Power Finance Corp. 2019,Bonds,AAA,14.90 - 15.95,14.95
8.56% REC 2019,Bonds,AAA,14.65 - 15.65,14.72
7.42% HDB Financial Services 2019,Bonds/NCDs,AAA,0.00 - 9.06,9.06
6.54% Export-Import Bank 2019,Bonds,AAA,0.00 - 4.94,4.90
SIDBI 2019,Certificate of Deposit,A1+,0.00 - 4.41,4.40
8.93% Power Grid Corporation 2019,Bonds,AAA,0.98 - 1.05,0.98
345. ICICI Prudential Regular Savings Fund
8.37% HUDCO 2029,Debenture,AAA,0.00 - 6.50,6.39
9.5% Nayara Energy 2021,Bonds/NCDs,AA,6.05 - 6.32,6.05
11.95% Aqua Space Developers 2022,Non Convertible Debenture,A,0.00 - 6.33,6.04
8.55% Talwandi Sabo Power 2021,Debenture,AA,5.90 - 6.19,5.92
Muthoot Finance 2021,Non Convertible Debenture,AA,0.00 - 5.40,5.40
2% Tata Steel 2022,Debenture,AA,4.42 - 6.77,4.49
10.5% Prestige Estates Projects 2021,Non Convertible Debenture,A+,4.48 - 4.70,4.48
TMF Holdings 2022,Zero Coupon Bonds,AA-,0.00 - 4.25,4.25
9.4% IDBI Bank,Bonds,A,3.98 - 4.21,3.98
Embassy Office Parks REIT 2022,Non Convertible Debenture,AAA,0.00 - 3.81,3.81
8.95% Jamnagar Utilities and Power 2023,Debenture,AAA,3.33 - 3.46,3.33
7.27% GOI 2026,GOI Securities,SOV,0.00 - 3.14,3.14
SREI Equipment Finance,Zero Coupon Bonds,AAA,2.91 - 5.42,2.91
Tata Value Homes 2022,Non Convertible Debenture,AA,0.00 - 2.73,2.73
8.75% Axis Bank 2022,Bonds,AA+,2.67 - 2.74,2.70
10.25% Sikka Ports and Terminals 2021,Debenture,AAA,2.44 - 2.56,2.44
9.72% JSW Steel 2019,Debenture,AA,1.53 - 1.60,1.53
9.2% ICICI Bank 2050,Bonds,AA+,1.51 - 1.56,1.52
PVR 2021,Debenture,AA-,0.00 - 1.25,1.24
7.8% HDFC 2019,Debenture,AAA,1.21 - 4.09,1.21
Magma Fincorp 2022,Zero Coupon Bonds,AAA,0.00 - 1.89,0.99
9.95% Indian Hotels 2021,Debenture,AA,0.92 - 0.96,0.92
State Bank of India 2056,Debenture,AA+,0.00 - 0.79,0.78
Magma Fincorp 2019,Zero Coupon Bonds,AAA,0.00 - 0.81,0.58
Magma Fincorp 2021,Pass Through Certificate,AAA,0.49 - 1.59,0.49
346. ICICI Prudential Regular Savings Fund - Direct Plan
8.37% HUDCO 2029,Debenture,AAA,0.00 - 6.50,6.39
9.5% Nayara Energy 2021,Bonds/NCDs,AA,6.05 - 6.32,6.05
11.95% Aqua Space Developers 2022,Non Convertible Debenture,A,0.00 - 6.33,6.04
8.55% Talwandi Sabo Power 2021,Debenture,AA,5.90 - 6.19,5.92
Muthoot Finance 2021,Non Convertible Debenture,AA,0.00 - 5.40,5.40
2% Tata Steel 2022,Debenture,AA,4.42 - 6.77,4.49
10.5% Prestige Estates Projects 2021,Non Convertible Debenture,A+,4.48 - 4.70,4.48
TMF Holdings 2022,Zero Coupon Bonds,AA-,0.00 - 4.25,4.25
9.4% IDBI Bank,Bonds,A,3.98 - 4.21,3.98
Embassy Office Parks REIT 2022,Non Convertible Debenture,AAA,0.00 - 3.81,3.81
8.95% Jamnagar Utilities and Power 2023,Debenture,AAA,3.33 - 3.46,3.33
7.27% GOI 2026,GOI Securities,SOV,0.00 - 3.14,3.14
SREI Equipment Finance,Zero Coupon Bonds,AAA,2.91 - 5.42,2.91
Tata Value Homes 2022,Non Convertible Debenture,AA,0.00 - 2.73,2.73
8.75% Axis Bank 2022,Bonds,AA+,2.67 - 2.74,2.70
10.25% Sikka Ports and Terminals 2021,Debenture,AAA,2.44 - 2.56,2.44
9.72% JSW Steel 2019,Debenture,AA,1.53 - 1.60,1.53
9.2% ICICI Bank 2050,Bonds,AA+,1.51 - 1.56,1.52
PVR 2021,Debenture,AA-,0.00 - 1.25,1.24
7.8% HDFC 2019,Debenture,AAA,1.21 - 4.09,1.21
Magma Fincorp 2022,Zero Coupon Bonds,AAA,0.00 - 1.89,0.99
9.95% Indian Hotels 2021,Debenture,AA,0.92 - 0.96,0.92
State Bank of India 2056,Debenture,AA+,0.00 - 0.79,0.78
Magma Fincorp 2019,Zero Coupon Bonds,AAA,0.00 - 0.81,0.58
Magma Fincorp 2021,Pass Through Certificate,AAA,0.49 - 1.59,0.49
347. ICICI Prudential Retirement Fund - Hybrid Aggressive Plan
8.41% HUDCO 2029,Debenture,AAA,0.00 - 5.40,4.06
9.15% ICICI Bank,Debenture,AA+,0.00 - 5.21,3.86
8.75% Axis Bank,Bonds/Debentures,AA+,0.00 - 5.19,3.81
PVR 2021,Debenture,AA-,0.00 - 2.63,2.61
8.2% Power Finance Corp. 2022,Non Convertible Debenture,AAA,0.00 - 3.11,2.61
8.8% REC 2020,Bonds,AAA,0.00 - 3.13,2.60
8.9508% Pipeline Infrastructure 2024,Non Convertible Debenture,AAA,0.00 - 3.11,2.56
348. ICICI Prudential Retirement Fund - Hybrid Aggressive Plan - Direct Plan
8.41% HUDCO 2029,Debenture,AAA,0.00 - 5.40,4.06
9.15% ICICI Bank,Debenture,AA+,0.00 - 5.21,3.86
8.75% Axis Bank,Bonds/Debentures,AA+,0.00 - 5.19,3.81
PVR 2021,Debenture,AA-,0.00 - 2.63,2.61
8.2% Power Finance Corp. 2022,Non Convertible Debenture,AAA,0.00 - 3.11,2.61
8.8% REC 2020,Bonds,AAA,0.00 - 3.13,2.60
8.9508% Pipeline Infrastructure 2024,Non Convertible Debenture,AAA,0.00 - 3.11,2.56
349. ICICI Prudential Retirement Fund - Hybrid Conservative Plan
8.41% HUDCO 2029,Debenture,AAA,0.00 - 9.55,9.55
9.15% ICICI Bank,Debenture,AA+,0.00 - 9.07,9.07
8.75% Axis Bank,Bonds/Debentures,AA+,0.00 - 8.96,8.96
State Bank of India 2056,Debenture,AA+,0.00 - 8.02,8.02
9.02% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 7.37,7.37
7.4% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 7.24,7.24
8.9508% Pipeline Infrastructure 2024,Non Convertible Debenture,AAA,0.00 - 7.23,7.23
8.2% Power Finance Corp. 2022,Non Convertible Debenture,AAA,0.00 - 5.52,5.52
8.8% REC 2020,Bonds,AAA,0.00 - 5.51,5.51
11.5% Sterlite Power Grid Ventures 2022,Non Convertible Debenture,A+,0.00 - 5.35,5.35
Embassy Office Parks REIT 2022,Non Convertible Debenture,AAA,0.00 - 3.78,3.78
350. ICICI Prudential Retirement Fund - Hybrid Conservative Plan - Direct Plan
8.41% HUDCO 2029,Debenture,AAA,0.00 - 9.55,9.55
9.15% ICICI Bank,Debenture,AA+,0.00 - 9.07,9.07
8.75% Axis Bank,Bonds/Debentures,AA+,0.00 - 8.96,8.96
State Bank of India 2056,Debenture,AA+,0.00 - 8.02,8.02
9.02% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 7.37,7.37
7.4% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 7.24,7.24
8.9508% Pipeline Infrastructure 2024,Non Convertible Debenture,AAA,0.00 - 7.23,7.23
8.2% Power Finance Corp. 2022,Non Convertible Debenture,AAA,0.00 - 5.52,5.52
8.8% REC 2020,Bonds,AAA,0.00 - 5.51,5.51
11.5% Sterlite Power Grid Ventures 2022,Non Convertible Debenture,A+,0.00 - 5.35,5.35
Embassy Office Parks REIT 2022,Non Convertible Debenture,AAA,0.00 - 3.78,3.78
365. IDBI Equity Savings Fund
7.3% HDFC Bank 370-D,Term Deposits,-,0.00 - 10.64,10.58
8.65% Bank of Baroda 2022,Debenture,AA+,5.59 - 8.37,8.37
8.75% Axis Bank 2022,Bonds,AA+,0.00 - 4.91,4.88
11% JK Cement 2020,Debenture,AA,2.77 - 5.55,2.77
8.49% NTPC 2025,Bonds/NCDs,AAA,0.41 - 0.62,0.62
366. IDBI Equity Savings Fund - Direct Plan
7.3% HDFC Bank 370-D,Term Deposits,-,0.00 - 10.64,10.58
8.65% Bank of Baroda 2022,Debenture,AA+,5.59 - 8.37,8.37
8.75% Axis Bank 2022,Bonds,AA+,0.00 - 4.91,4.88
11% JK Cement 2020,Debenture,AA,2.77 - 5.55,2.77
8.49% NTPC 2025,Bonds/NCDs,AAA,0.41 - 0.62,0.62
367. IDBI Hybrid Equity Fund - Direct Plan
8.65% Bank of Baroda 2022,Debenture,AA+,5.18 - 7.37,7.32
8.65% Reliance Industries 2028,Non Convertible Debenture,AAA,0.00 - 6.38,6.12
7.32% NTPC 2029,Non Convertible Debenture,AAA,0.00 - 6.11,5.97
8.37% HUDCO 2029,Debenture,AAA,0.00 - 5.98,5.86
9.21% Punjab National Bank,Bonds,A,0.00 - 3.30,3.29
8.75% Axis Bank 2022,Bonds,AA+,0.00 - 1.68,1.66
8.9% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 0.85,0.84
7.26% GOI 2029,GOI Securities,SOV,0.00 - 16.51,0.35
368. IDBI Hybrid Equity Fund - Regular Plan
8.65% Bank of Baroda 2022,Debenture,AA+,5.18 - 7.37,7.32
8.65% Reliance Industries 2028,Non Convertible Debenture,AAA,0.00 - 6.38,6.12
7.32% NTPC 2029,Non Convertible Debenture,AAA,0.00 - 6.11,5.97
8.37% HUDCO 2029,Debenture,AAA,0.00 - 5.98,5.86
9.21% Punjab National Bank,Bonds,A,0.00 - 3.30,3.29
8.75% Axis Bank 2022,Bonds,AA+,0.00 - 1.68,1.66
8.9% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 0.85,0.84
7.26% GOI 2029,GOI Securities,SOV,0.00 - 16.51,0.35
375. IDFC Arbitrage Fund - Direct Plan
Axis Bank,Fixed Deposits,-,0.29 - 6.79,6.79
HDFC Bank,Fixed Deposits,-,5.44 - 13.96,5.44
ICICI Bank,Fixed Deposits,-,0.00 - 2.70,2.70
Federal Bank,Fixed Deposits,-,0.11 - 2.07,1.87
8.52% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 2.03,1.84
IDFC First Bank,Fixed Deposits,-,1.82 - 4.42,1.82
8.51% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 1.14,1.14
7.67% HDFC 2020,Bonds/NCDs,AAA,0.00 - 2.54,1.14
8.49% HDFC 2020,Debenture,AAA,0.00 - 1.04,0.94
8.75% HDFC 2020,Debenture,AAA,0.00 - 0.94,0.94
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 1.04,0.71
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 1.28,0.57
9.1106% LIC Housing Fin. 2020,Non Convertible Debenture,AAA,0.00 - 0.62,0.55
6.77% Larsen & Toubro 2020,Non Convertible Debenture,AAA,0.00 - 0.49,0.49
7.24% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,0.00 - 0.49,0.49
8.7% HDFC 2020,Debenture,AAA,0.00 - 0.45,0.45
8.7% HDFC 2020,Debenture,AAA,0.00 - 0.55,0.45
8.47% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 0.49,0.45
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 0.28,0.28
8.79% LIC Housing Fin. 2024,Non Convertible Debenture,AAA,0.00 - 0.25,0.25
9.02% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 0.25,0.25
8.8% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 0.25,0.25
9.3808% HDB Financial Services 2020,Debenture,AAA,0.00 - 0.28,0.25
7.29% SIDBI 2022,Debenture,AAA,0.00 - 0.25,0.25
7.78% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 0.25,0.25
376. IDFC Arbitrage Fund - Regular Plan
Axis Bank,Fixed Deposits,-,0.29 - 6.79,6.79
HDFC Bank,Fixed Deposits,-,5.44 - 13.96,5.44
ICICI Bank,Fixed Deposits,-,0.00 - 2.70,2.70
Federal Bank,Fixed Deposits,-,0.11 - 2.07,1.87
8.52% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 2.03,1.84
IDFC First Bank,Fixed Deposits,-,1.82 - 4.42,1.82
8.51% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 1.14,1.14
7.67% HDFC 2020,Bonds/NCDs,AAA,0.00 - 2.54,1.14
8.49% HDFC 2020,Debenture,AAA,0.00 - 1.04,0.94
8.75% HDFC 2020,Debenture,AAA,0.00 - 0.94,0.94
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 1.04,0.71
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 1.28,0.57
9.1106% LIC Housing Fin. 2020,Non Convertible Debenture,AAA,0.00 - 0.62,0.55
6.77% Larsen & Toubro 2020,Non Convertible Debenture,AAA,0.00 - 0.49,0.49
7.24% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,0.00 - 0.49,0.49
8.7% HDFC 2020,Debenture,AAA,0.00 - 0.45,0.45
8.7% HDFC 2020,Debenture,AAA,0.00 - 0.55,0.45
8.47% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 0.49,0.45
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 0.28,0.28
8.79% LIC Housing Fin. 2024,Non Convertible Debenture,AAA,0.00 - 0.25,0.25
9.02% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 0.25,0.25
8.8% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 0.25,0.25
9.3808% HDB Financial Services 2020,Debenture,AAA,0.00 - 0.28,0.25
