Company,Instrument,Credit Rating,1Y Range,% Assets
9.45% Vedanta 2020,Debenture,AA,1.10 - 1.66,1.42
Tata Value Homes 2020,Non Convertible Debenture,AA,1.08 - 1.63,1.42
8.5% Vedanta 2021,Debenture,AA,1.07 - 1.63,1.40
307. ICICI Prudential Floating Interest Fund - Plan B
Bahadur Chand Investments 2020,Debenture,AA,5.13 - 10.77,5.26
8.25% Bharti Airtel 2020,Non Convertible Debenture,AA,0.00 - 5.72,4.96
Embassy Office Parks REIT 2022,Non Convertible Debenture,AAA,0.00 - 4.46,4.46
7.99% State Bank of India 2029,Non Convertible Debenture,AAA,0.00 - 3.63,3.63
8.5% Vedanta 2021,Non Convertible Debenture,AA,2.68 - 4.06,3.49
8.2% Power Finance Corp. 2020,Bonds/NCDs,AAA,0.00 - 3.84,3.23
7.45% United Spirits 2020,Debenture,AA+,1.93 - 2.92,2.53
9.14% Zydus Wellness 2023,Debenture,AA+,0.00 - 2.57,2.21
Geetanjali Trading &Invest. Co 2020,Zero Coupon Bonds,AAA,1.53 - 2.39,2.15
7.99% LIC Housing Fin. 2029,Non Convertible Debenture,AAA,0.00 - 2.15,2.15
Muthoot Finance 2021,Non Convertible Debenture,AA,0.00 - 2.11,2.11
9.14% Zydus Wellness 2022,Debenture,AA+,0.00 - 2.33,2.01
9.14% Zydus Wellness 2024,Debenture,AA+,0.00 - 2.24,1.93
Adarsh Advisory Services Pvt. 2021,Zero Coupon Bonds,A,1.32 - 2.06,1.87
8.8% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 3.31,1.81
KKR India Financial Services 2020,Structured Obligation,AA+,1.29 - 2.00,1.81
8.2% Talwandi Sabo Power 2019,Bonds/Debentures,AA,1.73 - 4.33,1.77
7.27% GOI 2026,GOI Securities,SOV,0.00 - 1.69,1.69
KKR India Financial Services 2020,Debenture,AA+,1.15 - 1.78,1.61
9.72% JSW Steel 2019,Debenture,AA,1.23 - 1.84,1.57
Shriram Transport Finance,Non Convertible Debenture,AAA,0.00 - 2.74,1.56
Alembic Pharmaceuticals 2021,Non Convertible Debenture,AA+,0.00 - 1.67,1.43
9.45% Vedanta 2020,Debenture,AA,1.10 - 1.66,1.42
Tata Value Homes 2020,Non Convertible Debenture,AA,1.08 - 1.63,1.42
8.5% Vedanta 2021,Debenture,AA,1.07 - 1.63,1.40
308. ICICI Prudential Floating Interest Fund - Plan C
Bahadur Chand Investments 2020,Debenture,AA,5.13 - 10.77,5.26
8.25% Bharti Airtel 2020,Non Convertible Debenture,AA,0.00 - 5.72,4.96
Embassy Office Parks REIT 2022,Non Convertible Debenture,AAA,0.00 - 4.46,4.46
7.99% State Bank of India 2029,Non Convertible Debenture,AAA,0.00 - 3.63,3.63
8.5% Vedanta 2021,Non Convertible Debenture,AA,2.68 - 4.06,3.49
8.2% Power Finance Corp. 2020,Bonds/NCDs,AAA,0.00 - 3.84,3.23
7.45% United Spirits 2020,Debenture,AA+,1.93 - 2.92,2.53
9.14% Zydus Wellness 2023,Debenture,AA+,0.00 - 2.57,2.21
Geetanjali Trading &Invest. Co 2020,Zero Coupon Bonds,AAA,1.53 - 2.39,2.15
7.99% LIC Housing Fin. 2029,Non Convertible Debenture,AAA,0.00 - 2.15,2.15
Muthoot Finance 2021,Non Convertible Debenture,AA,0.00 - 2.11,2.11
9.14% Zydus Wellness 2022,Debenture,AA+,0.00 - 2.33,2.01
9.14% Zydus Wellness 2024,Debenture,AA+,0.00 - 2.24,1.93
Adarsh Advisory Services Pvt. 2021,Zero Coupon Bonds,A,1.32 - 2.06,1.87
8.8% LIC Housing Fin. 2020,Debenture,AAA,0.00 - 3.31,1.81
KKR India Financial Services 2020,Structured Obligation,AA+,1.29 - 2.00,1.81
8.2% Talwandi Sabo Power 2019,Bonds/Debentures,AA,1.73 - 4.33,1.77
7.27% GOI 2026,GOI Securities,SOV,0.00 - 1.69,1.69
KKR India Financial Services 2020,Debenture,AA+,1.15 - 1.78,1.61
9.72% JSW Steel 2019,Debenture,AA,1.23 - 1.84,1.57
Shriram Transport Finance,Non Convertible Debenture,AAA,0.00 - 2.74,1.56
Alembic Pharmaceuticals 2021,Non Convertible Debenture,AA+,0.00 - 1.67,1.43
9.45% Vedanta 2020,Debenture,AA,1.10 - 1.66,1.42
Tata Value Homes 2020,Non Convertible Debenture,AA,1.08 - 1.63,1.42
8.5% Vedanta 2021,Debenture,AA,1.07 - 1.63,1.40
309. ICICI Prudential Gilt Fund
7.57% GOI 2033,GOI Securities,SOV,0.00 - 74.93,74.93
8.15% GOI 2026,Central Government Loan,SOV,0.00 - 9.99,9.99
6.79% GOI 2029,GOI Securities,SOV,0.00 - 6.95,4.55
7.72% GOI 2025,Central Government Loan,SOV,0.00 - 4.64,4.46
6.79% GOI 2027,GOI Securities,SOV,0.00 - 10.53,1.27
6.99% Andhra Pradesh State 2020,State Development Loan,SOV,0.51 - 0.61,0.51
7.89% Maharashtra State 2024,State Development Loan,SOV,0.00 - 0.49,0.44
8.03% GOI 2024,Central Government Loan,SOV,0.00 - 0.25,0.22
8.15% GOI 2022,Central Government Loan,SOV,0.00 - 0.08,0.07
310. ICICI Prudential Gilt Fund - Direct Plan
7.57% GOI 2033,GOI Securities,SOV,0.00 - 74.93,74.93
8.15% GOI 2026,Central Government Loan,SOV,0.00 - 9.99,9.99
6.79% GOI 2029,GOI Securities,SOV,0.00 - 6.95,4.55
7.72% GOI 2025,Central Government Loan,SOV,0.00 - 4.64,4.46
6.79% GOI 2027,GOI Securities,SOV,0.00 - 10.53,1.27
6.99% Andhra Pradesh State 2020,State Development Loan,SOV,0.51 - 0.61,0.51
7.89% Maharashtra State 2024,State Development Loan,SOV,0.00 - 0.49,0.44
8.03% GOI 2024,Central Government Loan,SOV,0.00 - 0.25,0.22
8.15% GOI 2022,Central Government Loan,SOV,0.00 - 0.08,0.07
311. ICICI Prudential Liquid Fund
Reserve Bank of India 91-D 19/12/2019,Treasury Bills,SOV,0.00 - 5.13,5.13
HPCL 39-D 15/10/2019,Commercial Paper,A1+,0.00 - 4.05,4.05
Reserve Bank of India 91-D 28/11/2019,Treasury Bills,SOV,0.00 - 3.84,3.84
Reserve Bank of India 91-D 21/11/2019,Treasury Bills,SOV,0.00 - 3.64,3.64
National Bank Agr. Rur. Devp 85-D 15/11/2019,Commercial Paper,A1+,0.00 - 3.43,3.43
Tata Sons 90-D 18/12/2019,Commercial Paper,A1+,0.00 - 3.41,3.41
Reserve Bank of India 91-D 15/11/2019,Treasury Bills,SOV,0.00 - 3.30,3.30
Reserve Bank of India 91-D 12/12/2019,Treasury Bills,SOV,0.00 - 2.87,2.87
Reliance Industries 90-D 16/10/2019,Commercial Paper,A1+,0.00 - 2.58,2.58
Reliance Industries 90-D 17/10/2019,Commercial Paper,A1+,0.00 - 2.58,2.58
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 2.58,2.58
Reserve Bank of India 91-D 05/12/2019,Treasury Bills,SOV,0.00 - 2.19,2.19
HDFC 77-D 23/10/2019,Commercial Paper,A1+,0.00 - 1.72,1.72
Hindalco Inds. 87-D 22/11/2019,Commercial Paper,A1+,0.00 - 1.37,1.37
Tata Teleservices (Mah) 49-D 15/11/2019,Commercial Paper,A1+,0.00 - 1.34,1.34
IDFC First Bank 2019,Certificate of Deposit,A1+,0.00 - 1.29,1.29
NTPC 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.29,1.29
Reliance Jio Infocomm 87-D 08/11/2019,Commercial Paper,A1+,0.00 - 1.20,1.20
Reliance Jio Infocomm 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.03,1.03
Larsen & Toubro 91-D 30/10/2019,Commercial Paper,A1+,0.00 - 1.03,1.03
National Bank Agr. Rur. Devp 90-D 07/11/2019,Commercial Paper,A1+,0.00 - 1.03,1.03
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 0.86,0.86
Reliance Retail Ltd. 68-D 15/10/2019,Commercial Paper,A1+,0.00 - 0.86,0.86
Tata Capital Housing Finance 90-D 15/10/2019,Commercial Paper,A1+,0.00 - 0.86,0.86
South Indian Bank 2019,Certificate of Deposit,A1+,0.00 - 0.86,0.86
312. ICICI Prudential Liquid Fund - Direct Plan
Reserve Bank of India 91-D 19/12/2019,Treasury Bills,SOV,0.00 - 5.13,5.13
HPCL 39-D 15/10/2019,Commercial Paper,A1+,0.00 - 4.05,4.05
Reserve Bank of India 91-D 28/11/2019,Treasury Bills,SOV,0.00 - 3.84,3.84
Reserve Bank of India 91-D 21/11/2019,Treasury Bills,SOV,0.00 - 3.64,3.64
National Bank Agr. Rur. Devp 85-D 15/11/2019,Commercial Paper,A1+,0.00 - 3.43,3.43
Tata Sons 90-D 18/12/2019,Commercial Paper,A1+,0.00 - 3.41,3.41
Reserve Bank of India 91-D 15/11/2019,Treasury Bills,SOV,0.00 - 3.30,3.30
Reserve Bank of India 91-D 12/12/2019,Treasury Bills,SOV,0.00 - 2.87,2.87
Reliance Industries 90-D 16/10/2019,Commercial Paper,A1+,0.00 - 2.58,2.58
Reliance Industries 90-D 17/10/2019,Commercial Paper,A1+,0.00 - 2.58,2.58
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 2.58,2.58
Reserve Bank of India 91-D 05/12/2019,Treasury Bills,SOV,0.00 - 2.19,2.19
HDFC 77-D 23/10/2019,Commercial Paper,A1+,0.00 - 1.72,1.72
Hindalco Inds. 87-D 22/11/2019,Commercial Paper,A1+,0.00 - 1.37,1.37
Tata Teleservices (Mah) 49-D 15/11/2019,Commercial Paper,A1+,0.00 - 1.34,1.34
IDFC First Bank 2019,Certificate of Deposit,A1+,0.00 - 1.29,1.29
NTPC 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.29,1.29
Reliance Jio Infocomm 87-D 08/11/2019,Commercial Paper,A1+,0.00 - 1.20,1.20
Reliance Jio Infocomm 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.03,1.03
Larsen & Toubro 91-D 30/10/2019,Commercial Paper,A1+,0.00 - 1.03,1.03
National Bank Agr. Rur. Devp 90-D 07/11/2019,Commercial Paper,A1+,0.00 - 1.03,1.03
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 0.86,0.86
Reliance Retail Ltd. 68-D 15/10/2019,Commercial Paper,A1+,0.00 - 0.86,0.86
Tata Capital Housing Finance 90-D 15/10/2019,Commercial Paper,A1+,0.00 - 0.86,0.86
South Indian Bank 2019,Certificate of Deposit,A1+,0.00 - 0.86,0.86
313. ICICI Prudential Liquid Fund - Institutional I Plan
Reserve Bank of India 91-D 19/12/2019,Treasury Bills,SOV,0.00 - 5.13,5.13
HPCL 39-D 15/10/2019,Commercial Paper,A1+,0.00 - 4.05,4.05
Reserve Bank of India 91-D 28/11/2019,Treasury Bills,SOV,0.00 - 3.84,3.84
Reserve Bank of India 91-D 21/11/2019,Treasury Bills,SOV,0.00 - 3.64,3.64
National Bank Agr. Rur. Devp 85-D 15/11/2019,Commercial Paper,A1+,0.00 - 3.43,3.43
Tata Sons 90-D 18/12/2019,Commercial Paper,A1+,0.00 - 3.41,3.41
Reserve Bank of India 91-D 15/11/2019,Treasury Bills,SOV,0.00 - 3.30,3.30
Reserve Bank of India 91-D 12/12/2019,Treasury Bills,SOV,0.00 - 2.87,2.87
Reliance Industries 90-D 16/10/2019,Commercial Paper,A1+,0.00 - 2.58,2.58
Reliance Industries 90-D 17/10/2019,Commercial Paper,A1+,0.00 - 2.58,2.58
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 2.58,2.58
Reserve Bank of India 91-D 05/12/2019,Treasury Bills,SOV,0.00 - 2.19,2.19
HDFC 77-D 23/10/2019,Commercial Paper,A1+,0.00 - 1.72,1.72
Hindalco Inds. 87-D 22/11/2019,Commercial Paper,A1+,0.00 - 1.37,1.37
Tata Teleservices (Mah) 49-D 15/11/2019,Commercial Paper,A1+,0.00 - 1.34,1.34
IDFC First Bank 2019,Certificate of Deposit,A1+,0.00 - 1.29,1.29
NTPC 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.29,1.29
Reliance Jio Infocomm 87-D 08/11/2019,Commercial Paper,A1+,0.00 - 1.20,1.20
Reliance Jio Infocomm 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.03,1.03
Larsen & Toubro 91-D 30/10/2019,Commercial Paper,A1+,0.00 - 1.03,1.03
National Bank Agr. Rur. Devp 90-D 07/11/2019,Commercial Paper,A1+,0.00 - 1.03,1.03
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 0.86,0.86
Reliance Retail Ltd. 68-D 15/10/2019,Commercial Paper,A1+,0.00 - 0.86,0.86
Tata Capital Housing Finance 90-D 15/10/2019,Commercial Paper,A1+,0.00 - 0.86,0.86
South Indian Bank 2019,Certificate of Deposit,A1+,0.00 - 0.86,0.86
314. ICICI Prudential Liquid Fund - Institutional Plan
Reserve Bank of India 91-D 19/12/2019,Treasury Bills,SOV,0.00 - 5.13,5.13
HPCL 39-D 15/10/2019,Commercial Paper,A1+,0.00 - 4.05,4.05
Reserve Bank of India 91-D 28/11/2019,Treasury Bills,SOV,0.00 - 3.84,3.84
Reserve Bank of India 91-D 21/11/2019,Treasury Bills,SOV,0.00 - 3.64,3.64
National Bank Agr. Rur. Devp 85-D 15/11/2019,Commercial Paper,A1+,0.00 - 3.43,3.43
Tata Sons 90-D 18/12/2019,Commercial Paper,A1+,0.00 - 3.41,3.41
Reserve Bank of India 91-D 15/11/2019,Treasury Bills,SOV,0.00 - 3.30,3.30
Reserve Bank of India 91-D 12/12/2019,Treasury Bills,SOV,0.00 - 2.87,2.87
Reliance Industries 90-D 16/10/2019,Commercial Paper,A1+,0.00 - 2.58,2.58
Reliance Industries 90-D 17/10/2019,Commercial Paper,A1+,0.00 - 2.58,2.58
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 2.58,2.58
Reserve Bank of India 91-D 05/12/2019,Treasury Bills,SOV,0.00 - 2.19,2.19
HDFC 77-D 23/10/2019,Commercial Paper,A1+,0.00 - 1.72,1.72
Hindalco Inds. 87-D 22/11/2019,Commercial Paper,A1+,0.00 - 1.37,1.37
Tata Teleservices (Mah) 49-D 15/11/2019,Commercial Paper,A1+,0.00 - 1.34,1.34
IDFC First Bank 2019,Certificate of Deposit,A1+,0.00 - 1.29,1.29
NTPC 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.29,1.29
Reliance Jio Infocomm 87-D 08/11/2019,Commercial Paper,A1+,0.00 - 1.20,1.20
Reliance Jio Infocomm 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.03,1.03
Larsen & Toubro 91-D 30/10/2019,Commercial Paper,A1+,0.00 - 1.03,1.03
National Bank Agr. Rur. Devp 90-D 07/11/2019,Commercial Paper,A1+,0.00 - 1.03,1.03
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 0.86,0.86
Reliance Retail Ltd. 68-D 15/10/2019,Commercial Paper,A1+,0.00 - 0.86,0.86
Tata Capital Housing Finance 90-D 15/10/2019,Commercial Paper,A1+,0.00 - 0.86,0.86
South Indian Bank 2019,Certificate of Deposit,A1+,0.00 - 0.86,0.86
315. ICICI Prudential Liquid Fund - Institutional Plus Plan
Reserve Bank of India 91-D 19/12/2019,Treasury Bills,SOV,0.00 - 5.13,5.13
HPCL 39-D 15/10/2019,Commercial Paper,A1+,0.00 - 4.05,4.05
Reserve Bank of India 91-D 28/11/2019,Treasury Bills,SOV,0.00 - 3.84,3.84
Reserve Bank of India 91-D 21/11/2019,Treasury Bills,SOV,0.00 - 3.64,3.64
National Bank Agr. Rur. Devp 85-D 15/11/2019,Commercial Paper,A1+,0.00 - 3.43,3.43
Tata Sons 90-D 18/12/2019,Commercial Paper,A1+,0.00 - 3.41,3.41
Reserve Bank of India 91-D 15/11/2019,Treasury Bills,SOV,0.00 - 3.30,3.30
Reserve Bank of India 91-D 12/12/2019,Treasury Bills,SOV,0.00 - 2.87,2.87
Reliance Industries 90-D 16/10/2019,Commercial Paper,A1+,0.00 - 2.58,2.58
Reliance Industries 90-D 17/10/2019,Commercial Paper,A1+,0.00 - 2.58,2.58
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 2.58,2.58
Reserve Bank of India 91-D 05/12/2019,Treasury Bills,SOV,0.00 - 2.19,2.19
HDFC 77-D 23/10/2019,Commercial Paper,A1+,0.00 - 1.72,1.72
Hindalco Inds. 87-D 22/11/2019,Commercial Paper,A1+,0.00 - 1.37,1.37
Tata Teleservices (Mah) 49-D 15/11/2019,Commercial Paper,A1+,0.00 - 1.34,1.34
IDFC First Bank 2019,Certificate of Deposit,A1+,0.00 - 1.29,1.29
NTPC 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.29,1.29
Reliance Jio Infocomm 87-D 08/11/2019,Commercial Paper,A1+,0.00 - 1.20,1.20
Reliance Jio Infocomm 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.03,1.03
Larsen & Toubro 91-D 30/10/2019,Commercial Paper,A1+,0.00 - 1.03,1.03
National Bank Agr. Rur. Devp 90-D 07/11/2019,Commercial Paper,A1+,0.00 - 1.03,1.03
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 0.86,0.86
Reliance Retail Ltd. 68-D 15/10/2019,Commercial Paper,A1+,0.00 - 0.86,0.86
Tata Capital Housing Finance 90-D 15/10/2019,Commercial Paper,A1+,0.00 - 0.86,0.86
South Indian Bank 2019,Certificate of Deposit,A1+,0.00 - 0.86,0.86
316. ICICI Prudential Liquid Fund - Retail Plan
Reserve Bank of India 91-D 19/12/2019,Treasury Bills,SOV,0.00 - 5.13,5.13
HPCL 39-D 15/10/2019,Commercial Paper,A1+,0.00 - 4.05,4.05
Reserve Bank of India 91-D 28/11/2019,Treasury Bills,SOV,0.00 - 3.84,3.84
Reserve Bank of India 91-D 21/11/2019,Treasury Bills,SOV,0.00 - 3.64,3.64
National Bank Agr. Rur. Devp 85-D 15/11/2019,Commercial Paper,A1+,0.00 - 3.43,3.43
Tata Sons 90-D 18/12/2019,Commercial Paper,A1+,0.00 - 3.41,3.41
Reserve Bank of India 91-D 15/11/2019,Treasury Bills,SOV,0.00 - 3.30,3.30
Reserve Bank of India 91-D 12/12/2019,Treasury Bills,SOV,0.00 - 2.87,2.87
Reliance Industries 90-D 16/10/2019,Commercial Paper,A1+,0.00 - 2.58,2.58
Reliance Industries 90-D 17/10/2019,Commercial Paper,A1+,0.00 - 2.58,2.58
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 2.58,2.58
Reserve Bank of India 91-D 05/12/2019,Treasury Bills,SOV,0.00 - 2.19,2.19
HDFC 77-D 23/10/2019,Commercial Paper,A1+,0.00 - 1.72,1.72
Hindalco Inds. 87-D 22/11/2019,Commercial Paper,A1+,0.00 - 1.37,1.37
Tata Teleservices (Mah) 49-D 15/11/2019,Commercial Paper,A1+,0.00 - 1.34,1.34
IDFC First Bank 2019,Certificate of Deposit,A1+,0.00 - 1.29,1.29
NTPC 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.29,1.29
Reliance Jio Infocomm 87-D 08/11/2019,Commercial Paper,A1+,0.00 - 1.20,1.20
Reliance Jio Infocomm 91-D 25/10/2019,Commercial Paper,A1+,0.00 - 1.03,1.03
Larsen & Toubro 91-D 30/10/2019,Commercial Paper,A1+,0.00 - 1.03,1.03
National Bank Agr. Rur. Devp 90-D 07/11/2019,Commercial Paper,A1+,0.00 - 1.03,1.03
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 0.86,0.86
Reliance Retail Ltd. 68-D 15/10/2019,Commercial Paper,A1+,0.00 - 0.86,0.86
Tata Capital Housing Finance 90-D 15/10/2019,Commercial Paper,A1+,0.00 - 0.86,0.86
South Indian Bank 2019,Certificate of Deposit,A1+,0.00 - 0.86,0.86
317. ICICI Prudential Long Term Bond Fund
7.57% GOI 2033,GOI Securities,SOV,0.00 - 36.99,36.99
8.62% National Bank Agr. Rur. Devp 2034,Debenture,AAA,0.00 - 10.19,9.35
8.41% HUDCO 2029,Debenture,AAA,0.00 - 10.02,8.57
7.61% GOI 2030,GOI Securities,SOV,0.00 - 7.45,7.18
7.4% GOI 2035,Central Government Loan,SOV,0.00 - 7.68,7.06
8.24% Great Eastern Shipping Co. 2026,Debenture,AA+,6.68 - 7.83,6.68
8.27% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 7.05,6.43
8.3% REC 2029,Non Convertible Debenture,AAA,0.00 - 6.30,6.22
9.75% Jamnagar Utilities and Power 2024,Debenture,AAA,4.46 - 5.64,4.46
7.26% GOI 2029,GOI Securities,SOV,0.00 - 22.81,2.85
6.79% GOI 2029,GOI Securities,SOV,0.00 - 0.31,0.31
8.79% IRFC 2030,Bonds/NCDs,AAA,0.29 - 0.31,0.29
7.67% Tamilnadu State 2023,State Development Loan,SOV,0.23 - 0.26,0.23
8.75% IRFC 2026,Bonds,AAA,0.08 - 0.09,0.08
318. ICICI Prudential Long Term Bond Fund - Direct Plan
7.57% GOI 2033,GOI Securities,SOV,0.00 - 36.99,36.99
8.62% National Bank Agr. Rur. Devp 2034,Debenture,AAA,0.00 - 10.19,9.35
8.41% HUDCO 2029,Debenture,AAA,0.00 - 10.02,8.57
7.61% GOI 2030,GOI Securities,SOV,0.00 - 7.45,7.18
7.4% GOI 2035,Central Government Loan,SOV,0.00 - 7.68,7.06
8.24% Great Eastern Shipping Co. 2026,Debenture,AA+,6.68 - 7.83,6.68
8.27% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 7.05,6.43
8.3% REC 2029,Non Convertible Debenture,AAA,0.00 - 6.30,6.22
9.75% Jamnagar Utilities and Power 2024,Debenture,AAA,4.46 - 5.64,4.46
7.26% GOI 2029,GOI Securities,SOV,0.00 - 22.81,2.85
6.79% GOI 2029,GOI Securities,SOV,0.00 - 0.31,0.31
8.79% IRFC 2030,Bonds/NCDs,AAA,0.29 - 0.31,0.29
7.67% Tamilnadu State 2023,State Development Loan,SOV,0.23 - 0.26,0.23
8.75% IRFC 2026,Bonds,AAA,0.08 - 0.09,0.08
319. ICICI Prudential Long Term Bond Fund - Institutional Plan
7.57% GOI 2033,GOI Securities,SOV,0.00 - 36.99,36.99
8.62% National Bank Agr. Rur. Devp 2034,Debenture,AAA,0.00 - 10.19,9.35
8.41% HUDCO 2029,Debenture,AAA,0.00 - 10.02,8.57
7.61% GOI 2030,GOI Securities,SOV,0.00 - 7.45,7.18
7.4% GOI 2035,Central Government Loan,SOV,0.00 - 7.68,7.06
8.24% Great Eastern Shipping Co. 2026,Debenture,AA+,6.68 - 7.83,6.68
8.27% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 7.05,6.43
8.3% REC 2029,Non Convertible Debenture,AAA,0.00 - 6.30,6.22
9.75% Jamnagar Utilities and Power 2024,Debenture,AAA,4.46 - 5.64,4.46
7.26% GOI 2029,GOI Securities,SOV,0.00 - 22.81,2.85
6.79% GOI 2029,GOI Securities,SOV,0.00 - 0.31,0.31
8.79% IRFC 2030,Bonds/NCDs,AAA,0.29 - 0.31,0.29
7.67% Tamilnadu State 2023,State Development Loan,SOV,0.23 - 0.26,0.23
8.75% IRFC 2026,Bonds,AAA,0.08 - 0.09,0.08
320. ICICI Prudential Medium Term Bond Fund
Walwhan Renewables Energy 2022,Debenture,AA,4.53 - 6.03,5.91
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,AA,0.00 - 5.13,5.02
8.1% Bangalore Airport Hotel 2022,Debenture,AA+,3.58 - 4.04,3.97
9.15% ICICI Bank,Debenture,AA+,2.88 - 3.39,3.34
7.82% Godrej Properties 2020,Bonds/Debentures,AA,2.75 - 3.13,3.08
Muthoot Finance 2021,Non Convertible Debenture,AA,0.00 - 2.96,2.96
8.55% GMR Aero Technic Ltd. 2024,Non Convertible Debenture,AA,2.56 - 2.89,2.84
8.41% HUDCO 2029,Debenture,AAA,0.00 - 3.47,2.64
8.45% TGS Investment & Trade 2020,Debenture,AA-,0.00 - 2.36,2.32
8.27% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 2.31,2.31
8.75% Axis Bank,Bonds/Debentures,AA+,1.95 - 2.26,2.23
8.8% Manappuram Finance 2020,Non Convertible Debenture,AA,0.00 - 2.13,2.13
9.46% Tata Projects 2022,Non Convertible Debenture,AA,0.00 - 2.16,2.12
KKR India Financial Services 2020,Structured Obligation,AA+,1.76 - 2.13,2.11
8.9% JM Financial Products 2020,Bonds/NCDs,AA,1.77 - 1.99,1.96
8.15% Kribhco Infrastructure 2020,Debenture,AA,1.60 - 1.83,1.80
8.65% Reliance Industries 2028,Non Convertible Debenture,AAA,0.00 - 1.78,1.73
9.5% Nayara Energy 2021,Bonds/NCDs,AA,1.53 - 1.74,1.69
TMF Holdings 2022,Zero Coupon Bonds,AA-,0.00 - 1.67,1.67
7.7% Nat. Highways Authority 2029,Non Convertible Debenture,AAA,0.00 - 1.65,1.65
8.75% Axis Bank 2022,Bonds,AA+,1.43 - 1.67,1.64
8.55% GMR Aerospace Engineering Ltd. 2024,Non Convertible Debenture,AA,1.46 - 1.65,1.62
Inox Air Products 2023,Debenture,AA,1.47 - 1.65,1.62
9.17% Bioscope Cinemas 2020,Debenture,BBB-,0.00 - 4.40,1.57
9.99% Jhajjar Power 2026,Debenture,AA+,1.42 - 1.57,1.52
321. ICICI Prudential Medium Term Bond Fund - Direct Plan
Walwhan Renewables Energy 2022,Debenture,AA,4.53 - 6.03,5.91
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,AA,0.00 - 5.13,5.02
8.1% Bangalore Airport Hotel 2022,Debenture,AA+,3.58 - 4.04,3.97
9.15% ICICI Bank,Debenture,AA+,2.88 - 3.39,3.34
7.82% Godrej Properties 2020,Bonds/Debentures,AA,2.75 - 3.13,3.08
Muthoot Finance 2021,Non Convertible Debenture,AA,0.00 - 2.96,2.96
8.55% GMR Aero Technic Ltd. 2024,Non Convertible Debenture,AA,2.56 - 2.89,2.84
8.41% HUDCO 2029,Debenture,AAA,0.00 - 3.47,2.64
8.45% TGS Investment & Trade 2020,Debenture,AA-,0.00 - 2.36,2.32
8.27% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 2.31,2.31
8.75% Axis Bank,Bonds/Debentures,AA+,1.95 - 2.26,2.23
8.8% Manappuram Finance 2020,Non Convertible Debenture,AA,0.00 - 2.13,2.13
9.46% Tata Projects 2022,Non Convertible Debenture,AA,0.00 - 2.16,2.12
KKR India Financial Services 2020,Structured Obligation,AA+,1.76 - 2.13,2.11
8.9% JM Financial Products 2020,Bonds/NCDs,AA,1.77 - 1.99,1.96
8.15% Kribhco Infrastructure 2020,Debenture,AA,1.60 - 1.83,1.80
8.65% Reliance Industries 2028,Non Convertible Debenture,AAA,0.00 - 1.78,1.73
9.5% Nayara Energy 2021,Bonds/NCDs,AA,1.53 - 1.74,1.69
TMF Holdings 2022,Zero Coupon Bonds,AA-,0.00 - 1.67,1.67
7.7% Nat. Highways Authority 2029,Non Convertible Debenture,AAA,0.00 - 1.65,1.65
8.75% Axis Bank 2022,Bonds,AA+,1.43 - 1.67,1.64
8.55% GMR Aerospace Engineering Ltd. 2024,Non Convertible Debenture,AA,1.46 - 1.65,1.62
Inox Air Products 2023,Debenture,AA,1.47 - 1.65,1.62
9.17% Bioscope Cinemas 2020,Debenture,BBB-,0.00 - 4.40,1.57
9.99% Jhajjar Power 2026,Debenture,AA+,1.42 - 1.57,1.52
322. ICICI Prudential Medium Term Bond Fund - Plan B
Walwhan Renewables Energy 2022,Debenture,AA,4.53 - 6.03,5.91
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,AA,0.00 - 5.13,5.02
8.1% Bangalore Airport Hotel 2022,Debenture,AA+,3.58 - 4.04,3.97
